,,WTS-12,WP12-12,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, m"
4/30/2014,19:00:00,0.66,3.472,1020.35,3.267
4/30/2014,20:00:00,0.66,3.472,1020.85,3.265
4/30/2014,21:00:00,0.66,3.472,1021.15,3.265
4/30/2014,22:00:00,0.66,3.472,1021.45,3.265
4/30/2014,23:00:00,0.632,3.472,1021.75,3.265
5/1/2014,0:00:00,0.66,3.472,1022.25,3.265
5/1/2014,1:00:00,0.632,3.472,1022.75,3.265
5/1/2014,2:00:00,0.66,3.472,1023.05,3.266
5/1/2014,3:00:00,0.632,3.472,1023.25,3.264
5/1/2014,4:00:00,0.632,3.472,1023.55,3.266
5/1/2014,5:00:00,0.632,3.472,1023.85,3.265
5/1/2014,6:00:00,0.632,3.472,1024.05,3.266
5/1/2014,7:00:00,0.632,3.472,1024.35,3.266
5/1/2014,8:00:00,0.632,3.472,1024.65,3.266
5/1/2014,9:00:00,0.66,3.472,1024.95,3.268
5/1/2014,10:00:00,0.632,3.472,1025.45,3.266
5/1/2014,11:00:00,0.66,3.472,1025.85,3.265
5/1/2014,12:00:00,0.66,3.472,1025.95,3.267
5/1/2014,13:00:00,0.66,3.472,1026.35,3.266
5/1/2014,14:00:00,0.66,3.472,1026.35,3.268
5/1/2014,15:00:00,0.66,3.472,1026.75,3.267
5/1/2014,16:00:00,0.687,3.472,1027.05,3.267
5/1/2014,17:00:00,0.687,3.472,1027.25,3.267
5/1/2014,18:00:00,0.687,3.472,1027.35,3.267
5/1/2014,19:00:00,0.687,3.472,1027.35,3.27
5/1/2014,20:00:00,0.687,3.472,1027.55,3.268
5/1/2014,21:00:00,0.66,3.472,1027.75,3.268
5/1/2014,22:00:00,0.687,3.472,1028.05,3.27
5/1/2014,23:00:00,0.687,3.472,1028.15,3.269
5/2/2014,0:00:00,0.66,3.472,1028.25,3.269
5/2/2014,1:00:00,0.66,3.472,1028.35,3.267
5/2/2014,2:00:00,0.687,3.472,1028.45,3.269
5/2/2014,3:00:00,0.687,3.472,1028.35,3.268
5/2/2014,4:00:00,0.66,3.472,1028.35,3.27
5/2/2014,5:00:00,0.687,3.472,1028.25,3.271
5/2/2014,6:00:00,0.687,3.472,1028.25,3.271
5/2/2014,7:00:00,0.687,3.472,1028.35,3.27
5/2/2014,8:00:00,0.687,3.472,1028.35,3.271
5/2/2014,9:00:00,0.66,3.472,1028.25,3.271
5/2/2014,10:00:00,0.687,3.472,1028.15,3.273
5/2/2014,11:00:00,0.715,3.472,1028.35,3.27
5/2/2014,12:00:00,0.715,3.472,1028.35,3.271
5/2/2014,13:00:00,0.715,3.472,1028.05,3.273
5/2/2014,14:00:00,0.77,3.472,1027.65,3.267
5/2/2014,15:00:00,0.742,3.472,1027.35,3.269
5/2/2014,16:00:00,0.742,3.472,1027.15,3.266
5/2/2014,17:00:00,0.77,3.472,1026.75,3.265
5/2/2014,18:00:00,0.77,3.472,1026.25,3.267
5/2/2014,19:00:00,0.77,3.472,1025.85,3.267
5/2/2014,20:00:00,0.77,3.472,1025.25,3.263
5/2/2014,21:00:00,0.77,3.472,1024.75,3.263
5/2/2014,22:00:00,0.77,3.472,1024.15,3.266
5/2/2014,23:00:00,0.77,3.472,1023.45,3.265
5/3/2014,0:00:00,0.77,3.472,1022.95,3.266
5/3/2014,1:00:00,0.77,3.472,1022.75,3.265
5/3/2014,2:00:00,0.77,3.472,1021.85,3.264
5/3/2014,3:00:00,0.77,3.472,1021.25,3.265
5/3/2014,4:00:00,0.77,3.472,1020.75,3.266
5/3/2014,5:00:00,0.77,3.472,1019.95,3.264
5/3/2014,6:00:00,0.77,3.472,1019.05,3.265
5/3/2014,7:00:00,0.77,3.472,1018.35,3.268
5/3/2014,8:00:00,0.797,3.472,1017.55,3.265
5/3/2014,9:00:00,0.797,3.472,1016.45,3.268
5/3/2014,10:00:00,0.797,3.472,1015.75,3.267
5/3/2014,11:00:00,0.825,3.472,1015.15,3.267
5/3/2014,12:00:00,0.825,3.472,1014.25,3.266
5/3/2014,13:00:00,0.852,3.472,1013.25,3.267
5/3/2014,14:00:00,0.852,3.472,1012.25,3.267
5/3/2014,15:00:00,0.88,3.472,1011.45,3.268
5/3/2014,16:00:00,0.907,3.472,1010.65,3.266
5/3/2014,17:00:00,0.907,3.472,1009.65,3.267
5/3/2014,18:00:00,0.934,3.472,1008.95,3.267
5/3/2014,19:00:00,0.934,3.472,1008.35,3.266
5/3/2014,20:00:00,0.934,3.472,1007.45,3.267
5/3/2014,21:00:00,0.934,3.472,1006.95,3.27
5/3/2014,22:00:00,0.934,3.472,1006.55,3.265
5/3/2014,23:00:00,0.934,3.472,1006.05,3.267
5/4/2014,0:00:00,0.934,3.472,1005.65,3.266
5/4/2014,1:00:00,0.934,3.472,1005.15,3.266
5/4/2014,2:00:00,0.934,3.472,1004.65,3.265
5/4/2014,3:00:00,0.934,3.472,1004.15,3.267
5/4/2014,4:00:00,0.962,3.472,1004.25,3.267
5/4/2014,5:00:00,0.907,3.472,1004.05,3.269
5/4/2014,6:00:00,0.934,3.472,1003.75,3.269
5/4/2014,7:00:00,0.907,3.472,1003.95,3.269
5/4/2014,8:00:00,0.934,3.472,1004.25,3.267
5/4/2014,9:00:00,0.934,3.472,1004.15,3.27
5/4/2014,10:00:00,0.962,3.472,1004.35,3.268
5/4/2014,11:00:00,0.962,3.472,1004.35,3.268
5/4/2014,12:00:00,0.962,3.472,1004.55,3.271
5/4/2014,13:00:00,0.989,3.472,1004.75,3.27
5/4/2014,14:00:00,1.017,3.472,1005.35,3.269
5/4/2014,15:00:00,1.044,3.472,1005.85,3.267
5/4/2014,16:00:00,1.044,3.472,1006.05,3.267
5/4/2014,17:00:00,1.044,3.472,1006.15,3.267
5/4/2014,18:00:00,1.099,3.472,1006.35,3.268
5/4/2014,19:00:00,1.071,3.472,1006.35,3.268
5/4/2014,20:00:00,1.071,3.472,1006.65,3.267
5/4/2014,21:00:00,1.071,3.472,1006.85,3.266
5/4/2014,22:00:00,1.099,3.472,1007.05,3.266
5/4/2014,23:00:00,1.044,3.472,1007.15,3.265
5/5/2014,0:00:00,1.071,3.472,1007.15,3.267
5/5/2014,1:00:00,1.071,3.472,1007.15,3.265
5/5/2014,2:00:00,1.071,3.472,1007.15,3.267
5/5/2014,3:00:00,1.071,3.472,1007.25,3.264
5/5/2014,4:00:00,1.071,3.472,1007.25,3.262
5/5/2014,5:00:00,1.044,3.472,1007.45,3.263
5/5/2014,6:00:00,1.044,3.472,1007.65,3.263
5/5/2014,7:00:00,1.044,3.472,1007.65,3.263
5/5/2014,8:00:00,1.071,3.472,1007.65,3.263
5/5/2014,9:00:00,1.071,3.472,1007.75,3.264
5/5/2014,10:00:00,1.071,3.472,1007.95,3.262
5/5/2014,11:00:00,1.099,3.472,1008.05,3.264
5/5/2014,12:00:00,1.099,3.472,1008.15,3.264
5/5/2014,13:00:00,1.126,3.472,1008.25,3.265
5/5/2014,14:00:00,1.126,3.472,1008.15,3.264
5/5/2014,15:00:00,1.153,3.472,1008.15,3.266
5/5/2014,16:00:00,1.153,3.472,1008.35,3.266
5/5/2014,17:00:00,1.18,3.472,1008.35,3.266
5/5/2014,18:00:00,1.18,3.472,1008.35,3.266
5/5/2014,19:00:00,1.18,3.578,1008.25,3.267
5/5/2014,20:00:00,1.18,3.578,1008.05,3.266
5/5/2014,21:00:00,1.18,3.578,1007.85,3.266
5/5/2014,22:00:00,1.18,3.578,1007.75,3.266
5/5/2014,23:00:00,1.153,3.578,1007.45,3.265
5/6/2014,0:00:00,1.153,3.578,1007.15,3.265
5/6/2014,1:00:00,1.153,3.578,1006.85,3.264
5/6/2014,2:00:00,1.153,3.578,1006.25,3.265
5/6/2014,3:00:00,1.153,3.578,1005.75,3.265
5/6/2014,4:00:00,1.18,3.578,1005.55,3.266
5/6/2014,5:00:00,1.153,3.578,1005.45,3.267
5/6/2014,6:00:00,1.153,3.578,1005.15,3.266
5/6/2014,7:00:00,1.126,3.578,1004.85,3.266
5/6/2014,8:00:00,1.153,3.578,1004.65,3.267
5/6/2014,9:00:00,1.153,3.578,1004.45,3.266
5/6/2014,10:00:00,1.153,3.578,1004.35,3.263
5/6/2014,11:00:00,1.18,3.578,1003.95,3.267
5/6/2014,12:00:00,1.18,3.578,1003.65,3.267
5/6/2014,13:00:00,1.18,3.578,1003.45,3.268
5/6/2014,14:00:00,1.208,3.578,1003.35,3.27
5/6/2014,15:00:00,1.208,3.578,1003.55,3.27
5/6/2014,16:00:00,1.208,3.578,1003.45,3.271
5/6/2014,17:00:00,1.235,3.578,1003.55,3.272
5/6/2014,18:00:00,1.235,3.578,1003.65,3.271
5/6/2014,19:00:00,1.235,3.578,1003.95,3.267
5/6/2014,20:00:00,1.235,3.578,1004.35,3.267
5/6/2014,21:00:00,1.235,3.578,1004.55,3.266
5/6/2014,22:00:00,1.235,3.578,1005.05,3.267
5/6/2014,23:00:00,1.235,3.578,1005.65,3.266
5/7/2014,0:00:00,1.235,3.578,1006.05,3.265
5/7/2014,1:00:00,1.235,3.578,1006.35,3.264
5/7/2014,2:00:00,1.235,3.578,1006.75,3.263
5/7/2014,3:00:00,1.208,3.578,1007.05,3.263
5/7/2014,4:00:00,1.208,3.578,1007.45,3.265
5/7/2014,5:00:00,1.208,3.578,1007.85,3.265
5/7/2014,6:00:00,1.235,3.578,1008.15,3.263
5/7/2014,7:00:00,1.208,3.578,1008.25,3.264
5/7/2014,8:00:00,1.208,3.578,1008.65,3.263
5/7/2014,9:00:00,1.208,3.578,1009.05,3.263
5/7/2014,10:00:00,1.208,3.578,1009.25,3.265
5/7/2014,11:00:00,1.235,3.578,1009.55,3.265
5/7/2014,12:00:00,1.235,3.578,1009.75,3.266
5/7/2014,13:00:00,1.235,3.578,1009.75,3.266
5/7/2014,14:00:00,1.262,3.578,1009.85,3.267
5/7/2014,15:00:00,1.289,3.578,1010.05,3.268
5/7/2014,16:00:00,1.289,3.578,1010.35,3.266
5/7/2014,17:00:00,1.289,3.578,1010.55,3.267
5/7/2014,18:00:00,1.289,3.578,1010.85,3.266
5/7/2014,19:00:00,1.317,3.578,1011.15,3.266
5/7/2014,20:00:00,1.289,3.578,1011.35,3.267
5/7/2014,21:00:00,1.289,3.578,1011.55,3.267
5/7/2014,22:00:00,1.289,3.578,1011.85,3.265
5/7/2014,23:00:00,1.289,3.578,1012.05,3.267
5/8/2014,0:00:00,1.289,3.578,1012.25,3.266
5/8/2014,1:00:00,1.289,3.578,1012.45,3.264
5/8/2014,2:00:00,1.289,3.578,1012.65,3.265
5/8/2014,3:00:00,1.289,3.578,1012.85,3.265
5/8/2014,4:00:00,1.289,3.578,1012.95,3.267
5/8/2014,5:00:00,1.289,3.578,1013.05,3.266
5/8/2014,6:00:00,1.262,3.578,1013.25,3.266
5/8/2014,7:00:00,1.289,3.578,1013.35,3.266
5/8/2014,8:00:00,1.289,3.578,1013.55,3.267
5/8/2014,9:00:00,1.289,3.578,1013.65,3.268
5/8/2014,10:00:00,1.289,3.578,1013.75,3.268
5/8/2014,11:00:00,1.289,3.578,1014.05,3.267
5/8/2014,12:00:00,1.317,3.578,1014.35,3.266
5/8/2014,13:00:00,1.317,3.578,1014.45,3.266
5/8/2014,14:00:00,1.371,3.578,1014.55,3.267
5/8/2014,15:00:00,1.371,3.578,1014.65,3.267
5/8/2014,16:00:00,1.371,3.578,1014.75,3.268
5/8/2014,17:00:00,1.398,3.578,1014.85,3.267
5/8/2014,18:00:00,1.398,3.578,1015.05,3.266
5/8/2014,19:00:00,1.398,3.578,1015.35,3.265
5/8/2014,20:00:00,1.398,3.578,1015.55,3.266
5/8/2014,21:00:00,1.398,3.578,1015.75,3.266
5/8/2014,22:00:00,1.398,3.578,1015.95,3.265
5/8/2014,23:00:00,1.371,3.578,1016.05,3.266
5/9/2014,0:00:00,1.398,3.578,1016.35,3.266
5/9/2014,1:00:00,1.398,3.578,1016.45,3.267
5/9/2014,2:00:00,1.371,3.578,1016.55,3.266
5/9/2014,3:00:00,1.371,3.578,1016.55,3.267
5/9/2014,4:00:00,1.371,3.578,1016.55,3.267
5/9/2014,5:00:00,1.371,3.578,1016.85,3.266
5/9/2014,6:00:00,1.371,3.578,1016.85,3.267
5/9/2014,7:00:00,1.371,3.578,1017.05,3.268
5/9/2014,8:00:00,1.398,3.578,1017.05,3.268
5/9/2014,9:00:00,1.371,3.578,1017.15,3.269
5/9/2014,10:00:00,1.398,3.578,1017.25,3.271
5/9/2014,11:00:00,1.398,3.578,1017.45,3.269
5/9/2014,12:00:00,1.453,3.578,1017.75,3.268
5/9/2014,13:00:00,1.453,3.578,1017.85,3.268
5/9/2014,14:00:00,1.453,3.683,1017.85,3.269
5/9/2014,15:00:00,1.507,3.578,1017.75,3.269
5/9/2014,16:00:00,1.48,3.683,1017.65,3.271
5/9/2014,17:00:00,1.534,3.683,1017.45,3.273
5/9/2014,18:00:00,1.507,3.683,1017.35,3.272
5/9/2014,19:00:00,1.534,3.683,1017.35,3.274
5/9/2014,20:00:00,1.507,3.683,1016.85,3.264
5/9/2014,21:00:00,1.507,3.683,1016.55,3.264
5/9/2014,22:00:00,1.534,3.683,1016.25,3.264
5/9/2014,23:00:00,1.507,3.683,1015.95,3.267
5/10/2014,0:00:00,1.507,3.683,1015.55,3.265
5/10/2014,1:00:00,1.507,3.683,1015.15,3.266
5/10/2014,2:00:00,1.507,3.683,1014.85,3.267
5/10/2014,3:00:00,1.507,3.683,1014.45,3.266
5/10/2014,4:00:00,1.48,3.683,1013.95,3.268
5/10/2014,5:00:00,1.48,3.683,1013.85,3.269
5/10/2014,6:00:00,1.48,3.683,1014.05,3.271
5/10/2014,7:00:00,1.507,3.683,1014.45,3.27
5/10/2014,8:00:00,1.48,3.683,1014.85,3.269
5/10/2014,9:00:00,1.507,3.683,1015.65,3.267
5/10/2014,10:00:00,1.507,3.683,1016.45,3.267
5/10/2014,11:00:00,1.561,3.683,1017.15,3.268
5/10/2014,12:00:00,1.534,3.683,1017.95,3.266
5/10/2014,13:00:00,1.588,3.683,1018.75,3.266
5/10/2014,14:00:00,1.588,3.683,1019.25,3.266
5/10/2014,15:00:00,1.643,3.683,1019.85,3.266
5/10/2014,16:00:00,1.643,3.683,1020.35,3.266
5/10/2014,17:00:00,1.643,3.683,1020.85,3.265
5/10/2014,18:00:00,1.643,3.683,1021.35,3.263
5/10/2014,19:00:00,1.643,3.683,1021.65,3.265
5/10/2014,20:00:00,1.643,3.683,1021.85,3.265
5/10/2014,21:00:00,1.643,3.683,1022.25,3.264
5/10/2014,22:00:00,1.615,3.683,1022.45,3.265
5/10/2014,23:00:00,1.615,3.683,1022.35,3.264
5/11/2014,0:00:00,1.615,3.683,1022.25,3.265
5/11/2014,1:00:00,1.615,3.683,1022.25,3.265
5/11/2014,2:00:00,1.615,3.683,1022.05,3.267
5/11/2014,3:00:00,1.615,3.683,1021.95,3.267
5/11/2014,4:00:00,1.588,3.683,1021.75,3.267
5/11/2014,5:00:00,1.588,3.683,1021.25,3.268
5/11/2014,6:00:00,1.588,3.683,1020.75,3.271
5/11/2014,7:00:00,1.615,3.683,1020.35,3.272
5/11/2014,8:00:00,1.615,3.683,1020.05,3.273
5/11/2014,9:00:00,1.643,3.683,1019.85,3.274
5/11/2014,10:00:00,1.643,3.683,1019.75,3.275
5/11/2014,11:00:00,1.67,3.683,1020.35,3.275
5/11/2014,12:00:00,1.643,3.683,1020.95,3.271
5/11/2014,13:00:00,1.67,3.683,1020.95,3.274
5/11/2014,14:00:00,1.67,3.683,1021.15,3.272
5/11/2014,15:00:00,1.724,3.683,1021.25,3.274
5/11/2014,16:00:00,1.751,3.683,1021.25,3.272
5/11/2014,17:00:00,1.724,3.683,1021.15,3.275
5/11/2014,18:00:00,1.697,3.683,1021.05,3.275
5/11/2014,19:00:00,1.697,3.683,1020.95,3.277
5/11/2014,20:00:00,1.697,3.788,1021.05,3.275
5/11/2014,21:00:00,1.697,3.788,1021.05,3.276
5/11/2014,22:00:00,1.697,3.788,1020.85,3.278
5/11/2014,23:00:00,1.697,3.788,1020.75,3.279
5/12/2014,0:00:00,1.643,3.788,1020.55,3.274
5/12/2014,1:00:00,1.67,3.788,1020.55,3.275
5/12/2014,2:00:00,1.643,3.788,1020.35,3.272
5/12/2014,3:00:00,1.67,3.788,1020.25,3.272
5/12/2014,4:00:00,1.67,3.788,1020.65,3.274
5/12/2014,5:00:00,1.67,3.788,1020.65,3.274
5/12/2014,6:00:00,1.697,3.788,1020.75,3.275
5/12/2014,7:00:00,1.697,3.788,1020.75,3.275
5/12/2014,8:00:00,1.697,3.788,1020.45,3.276
5/12/2014,9:00:00,1.697,3.788,1020.35,3.276
5/12/2014,10:00:00,1.724,3.788,1020.35,3.277
5/12/2014,11:00:00,1.751,3.788,1020.25,3.277
5/12/2014,12:00:00,1.778,3.788,1020.05,3.275
5/12/2014,13:00:00,1.805,3.788,1019.75,3.277
5/12/2014,14:00:00,1.805,3.788,1019.25,3.274
5/12/2014,15:00:00,1.805,3.788,1018.45,3.276
5/12/2014,16:00:00,1.805,3.788,1017.55,3.277
5/12/2014,17:00:00,1.805,3.788,1016.95,3.277
5/12/2014,18:00:00,1.778,3.788,1016.05,3.278
5/12/2014,19:00:00,1.805,3.788,1014.85,3.274
5/12/2014,20:00:00,1.778,3.788,1014.45,3.278
5/12/2014,21:00:00,1.778,3.788,1013.95,3.278
5/12/2014,22:00:00,1.778,3.788,1013.45,3.279
5/12/2014,23:00:00,1.751,3.788,1013.35,3.278
5/13/2014,0:00:00,1.751,3.788,1013.05,3.281
5/13/2014,1:00:00,1.751,3.788,1012.85,3.28
5/13/2014,2:00:00,1.724,3.788,1012.75,3.283
5/13/2014,3:00:00,1.751,3.788,1012.85,3.282
5/13/2014,4:00:00,1.751,3.788,1012.85,3.283
5/13/2014,5:00:00,1.751,3.788,1013.05,3.283
5/13/2014,6:00:00,1.751,3.788,1013.25,3.284
5/13/2014,7:00:00,1.751,3.788,1013.85,3.286
5/13/2014,8:00:00,1.751,3.788,1014.85,3.282
5/13/2014,9:00:00,1.778,3.788,1016.15,3.282
5/13/2014,10:00:00,1.778,3.788,1017.65,3.274
5/13/2014,11:00:00,1.778,3.788,1019.25,3.268
5/13/2014,12:00:00,1.805,3.788,1020.65,3.265
5/13/2014,13:00:00,1.832,3.788,1021.85,3.263
5/13/2014,14:00:00,1.832,3.788,1022.85,3.265
5/13/2014,15:00:00,1.886,3.788,1023.95,3.265
5/13/2014,16:00:00,1.886,3.788,1025.05,3.265
5/13/2014,17:00:00,1.886,3.788,1026.25,3.26
5/13/2014,18:00:00,1.859,3.788,1027.05,3.262
5/13/2014,19:00:00,1.859,3.788,1027.25,3.26
5/13/2014,20:00:00,1.859,3.788,1027.35,3.26
5/13/2014,21:00:00,1.859,3.788,1027.25,3.26
5/13/2014,22:00:00,1.859,3.788,1026.85,3.261
5/13/2014,23:00:00,1.859,3.788,1026.85,3.262
5/14/2014,0:00:00,1.859,3.788,1026.75,3.263
5/14/2014,1:00:00,1.832,3.788,1026.35,3.262
5/14/2014,2:00:00,1.832,3.788,1025.55,3.266
5/14/2014,3:00:00,1.832,3.788,1025.25,3.269
5/14/2014,4:00:00,1.859,3.788,1024.95,3.27
5/14/2014,5:00:00,1.832,3.788,1024.75,3.272
5/14/2014,6:00:00,1.859,3.788,1024.65,3.275
5/14/2014,7:00:00,1.859,3.788,1024.65,3.275
5/14/2014,8:00:00,1.886,3.788,1024.65,3.28
5/14/2014,9:00:00,1.859,3.788,1024.95,3.278
5/14/2014,10:00:00,1.859,3.788,1025.15,3.281
5/14/2014,11:00:00,1.913,3.788,1025.55,3.282
5/14/2014,12:00:00,1.913,3.893,1025.85,3.281
5/14/2014,13:00:00,1.94,3.893,1025.85,3.282
5/14/2014,14:00:00,1.967,3.893,1025.95,3.285
5/14/2014,15:00:00,1.967,3.893,1026.05,3.285
5/14/2014,16:00:00,1.967,3.893,1025.95,3.285
5/14/2014,17:00:00,1.967,3.893,1025.75,3.287
5/14/2014,18:00:00,1.94,3.893,1025.65,3.289
5/14/2014,19:00:00,1.94,3.893,1025.45,3.29
5/14/2014,20:00:00,1.967,3.893,1025.05,3.291
5/14/2014,21:00:00,1.94,3.893,1024.45,3.29
5/14/2014,22:00:00,1.94,3.893,1024.05,3.294
5/14/2014,23:00:00,1.913,3.893,1023.55,3.295
5/15/2014,0:00:00,1.913,3.893,1023.15,3.296
5/15/2014,1:00:00,1.913,3.893,1022.45,3.295
5/15/2014,2:00:00,1.913,3.893,1021.85,3.296
5/15/2014,3:00:00,1.913,3.893,1021.35,3.296
5/15/2014,4:00:00,1.886,3.893,1020.75,3.294
5/15/2014,5:00:00,1.886,3.893,1020.25,3.293
5/15/2014,6:00:00,1.913,3.893,1019.85,3.296
5/15/2014,7:00:00,1.886,3.893,1019.55,3.299
5/15/2014,8:00:00,1.886,3.893,1019.55,3.297
5/15/2014,9:00:00,1.886,3.893,1019.25,3.297
5/15/2014,10:00:00,1.913,3.893,1019.05,3.297
5/15/2014,11:00:00,1.886,3.893,1018.65,3.3
5/15/2014,12:00:00,1.913,3.893,1017.95,3.299
5/15/2014,13:00:00,1.886,3.893,1017.45,3.302
5/15/2014,14:00:00,1.913,3.893,1016.75,3.3
5/15/2014,15:00:00,1.886,3.893,1016.15,3.299
5/15/2014,16:00:00,1.913,3.893,1015.55,3.301
5/15/2014,17:00:00,1.913,3.893,1015.15,3.3
5/15/2014,18:00:00,1.886,3.893,1014.95,3.302
5/15/2014,19:00:00,1.886,3.893,1014.65,3.304
5/15/2014,20:00:00,1.859,3.893,1014.75,3.307
5/15/2014,21:00:00,1.859,3.893,1014.95,3.307
5/15/2014,22:00:00,1.832,3.893,1015.05,3.306
5/15/2014,23:00:00,1.832,3.893,1015.25,3.306
5/16/2014,0:00:00,1.832,3.893,1015.45,3.31
5/16/2014,1:00:00,1.805,3.893,1015.55,3.309
5/16/2014,2:00:00,1.805,3.893,1015.75,3.308
5/16/2014,3:00:00,1.778,3.893,1015.65,3.311
5/16/2014,4:00:00,1.778,3.893,1015.85,3.309
5/16/2014,5:00:00,1.778,3.893,1015.85,3.312
5/16/2014,6:00:00,1.778,3.893,1015.95,3.313
5/16/2014,7:00:00,1.778,3.893,1016.15,3.312
5/16/2014,8:00:00,1.805,3.893,1016.35,3.315
5/16/2014,9:00:00,1.832,3.893,1016.65,3.312
5/16/2014,10:00:00,1.805,3.893,1017.15,3.31
5/16/2014,11:00:00,1.832,3.893,1017.45,3.31
5/16/2014,12:00:00,1.859,3.893,1017.65,3.308
5/16/2014,13:00:00,1.886,3.893,1017.75,3.31
5/16/2014,14:00:00,1.913,3.998,1017.85,3.308
5/16/2014,15:00:00,1.913,3.998,1017.75,3.311
5/16/2014,16:00:00,1.94,3.998,1017.65,3.312
5/16/2014,17:00:00,1.94,3.998,1017.45,3.312
5/16/2014,18:00:00,1.913,3.998,1017.25,3.313
5/16/2014,19:00:00,1.913,3.998,1017.05,3.313
5/16/2014,20:00:00,1.886,3.998,1016.65,3.312
5/16/2014,21:00:00,1.859,3.998,1016.35,3.314
5/16/2014,22:00:00,1.832,3.998,1015.85,3.311
5/16/2014,23:00:00,1.832,3.998,1015.35,3.31
5/17/2014,0:00:00,1.805,3.998,1014.75,3.311
5/17/2014,1:00:00,1.805,3.998,1013.95,3.311
5/17/2014,2:00:00,1.805,3.998,1012.75,3.314
5/17/2014,3:00:00,1.805,3.998,1011.65,3.314
5/17/2014,4:00:00,1.805,3.998,1010.45,3.315
5/17/2014,5:00:00,1.805,3.998,1009.65,3.312
5/17/2014,6:00:00,1.805,3.998,1008.75,3.314
5/17/2014,7:00:00,1.805,3.998,1008.05,3.314
5/17/2014,8:00:00,1.805,3.998,1007.45,3.315
5/17/2014,9:00:00,1.832,3.998,1007.15,3.318
5/17/2014,10:00:00,1.859,3.998,1006.85,3.319
5/17/2014,11:00:00,1.886,3.998,1006.45,3.322
5/17/2014,12:00:00,1.859,3.998,1006.55,3.321
5/17/2014,13:00:00,1.886,3.998,1006.45,3.32
5/17/2014,14:00:00,1.913,3.998,1006.25,3.321
5/17/2014,15:00:00,1.913,3.998,1006.15,3.32
5/17/2014,16:00:00,1.886,3.998,1006.25,3.319
5/17/2014,17:00:00,1.913,3.998,1006.15,3.319
5/17/2014,18:00:00,1.859,3.998,1006.15,3.32
5/17/2014,19:00:00,1.859,3.998,1006.75,3.319
5/17/2014,20:00:00,1.859,3.998,1007.45,3.318
5/17/2014,21:00:00,1.832,3.998,1008.45,3.322
5/17/2014,22:00:00,1.832,3.998,1009.95,3.32
5/17/2014,23:00:00,1.832,3.998,1011.85,3.313
5/18/2014,0:00:00,1.805,3.998,1013.15,3.31
5/18/2014,1:00:00,1.832,3.998,1011.95,3.33
5/18/2014,2:00:00,1.805,3.998,1009.45,3.363
5/18/2014,3:00:00,1.805,3.998,1007.25,3.392
5/18/2014,4:00:00,1.805,3.998,1005.65,3.418
5/18/2014,5:00:00,1.805,3.998,1004.55,3.434
5/18/2014,6:00:00,1.805,3.998,1004.15,3.443
5/18/2014,7:00:00,1.805,4.102,1004.25,3.449
5/18/2014,8:00:00,1.805,4.102,1005.05,3.449
5/18/2014,9:00:00,1.805,4.102,1005.85,3.447
5/18/2014,10:00:00,1.805,4.102,1006.95,3.444
5/18/2014,11:00:00,1.832,4.102,1008.25,3.435
5/18/2014,12:00:00,1.832,4.102,1009.55,3.427
5/18/2014,13:00:00,1.859,4.102,1010.95,3.417
5/18/2014,14:00:00,1.886,4.102,1012.55,3.404
5/18/2014,15:00:00,1.913,4.102,1014.45,3.386
5/18/2014,16:00:00,1.913,4.102,1016.25,3.373
5/18/2014,17:00:00,1.913,4.102,1017.95,3.357
5/18/2014,18:00:00,1.913,4.102,1019.55,3.346
5/18/2014,19:00:00,1.913,4.102,1020.95,3.336
5/18/2014,20:00:00,1.886,4.102,1022.15,3.326
5/18/2014,21:00:00,1.913,4.102,1023.05,3.32
5/18/2014,22:00:00,1.886,4.102,1023.55,3.313
5/18/2014,23:00:00,1.913,4.102,1023.95,3.309
5/19/2014,0:00:00,1.886,4.102,1024.55,3.306
5/19/2014,1:00:00,1.913,4.102,1024.75,3.304
5/19/2014,2:00:00,1.886,4.102,1024.75,3.304
5/19/2014,3:00:00,1.886,4.102,1024.75,3.302
5/19/2014,4:00:00,1.886,4.102,1024.85,3.301
5/19/2014,5:00:00,1.886,4.102,1024.75,3.304
5/19/2014,6:00:00,1.886,4.102,1024.65,3.305
5/19/2014,7:00:00,1.886,4.102,1024.55,3.308
5/19/2014,8:00:00,1.913,4.102,1024.15,3.308
5/19/2014,9:00:00,1.94,4.102,1023.55,3.313
5/19/2014,10:00:00,1.94,4.102,1022.65,3.317
5/19/2014,11:00:00,1.967,4.102,1022.55,3.317
5/19/2014,12:00:00,2.021,4.102,1022.05,3.323
5/19/2014,13:00:00,2.047,4.102,1021.35,3.324
5/19/2014,14:00:00,2.074,4.102,1020.85,3.324
5/19/2014,15:00:00,2.101,4.102,1020.45,3.325
5/19/2014,16:00:00,2.128,4.102,1020.05,3.328
5/19/2014,17:00:00,2.128,4.102,1019.65,3.325
5/19/2014,18:00:00,2.128,4.102,1019.05,3.327
5/19/2014,19:00:00,2.101,4.102,1018.65,3.328
5/19/2014,20:00:00,2.101,4.102,1018.25,3.33
5/19/2014,21:00:00,2.074,4.102,1017.95,3.33
5/19/2014,22:00:00,2.074,4.102,1017.65,3.33
5/19/2014,23:00:00,2.047,4.102,1017.55,3.332
5/20/2014,0:00:00,2.047,4.102,1017.25,3.332
5/20/2014,1:00:00,2.047,4.102,1016.95,3.334
5/20/2014,2:00:00,2.021,4.102,1016.85,3.332
