,,WTS-12,WP12-12,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, m"
7/28/2014,4:00:00,7.368,7.782,1022.05,2.641
7/28/2014,5:00:00,7.343,7.682,1022.45,2.642
7/28/2014,6:00:00,7.041,7.682,1022.75,2.642
7/28/2014,7:00:00,7.116,7.682,1023.05,2.64
7/28/2014,8:00:00,7.091,7.582,1023.35,2.642
7/28/2014,9:00:00,7.343,7.582,1023.75,2.641
7/28/2014,10:00:00,7.142,7.582,1024.15,2.643
7/28/2014,11:00:00,7.015,7.582,1024.35,2.643
7/28/2014,12:00:00,7.015,7.582,1024.75,2.642
7/28/2014,13:00:00,7.619,7.481,1024.65,2.643
7/28/2014,14:00:00,7.995,7.481,1024.55,2.644
7/28/2014,15:00:00,8.195,7.582,1024.75,2.643
7/28/2014,16:00:00,8.444,7.582,1024.95,2.643
7/28/2014,17:00:00,8.469,7.582,1024.85,2.644
7/28/2014,18:00:00,8.717,7.682,1024.85,2.643
7/28/2014,19:00:00,8.742,7.682,1024.85,2.641
7/28/2014,20:00:00,8.841,7.682,1025.05,2.639
7/28/2014,21:00:00,9.114,7.782,1025.25,2.642
7/28/2014,22:00:00,9.534,7.782,1025.35,2.641
7/28/2014,23:00:00,9.238,7.782,1025.35,2.643
7/29/2014,0:00:00,8.866,7.882,1025.45,2.642
7/29/2014,1:00:00,8.792,7.882,1025.55,2.641
7/29/2014,2:00:00,8.767,7.882,1025.45,2.642
7/29/2014,3:00:00,8.742,7.882,1025.45,2.641
7/29/2014,4:00:00,8.717,7.882,1025.55,2.643
7/29/2014,5:00:00,8.717,7.882,1025.75,2.645
7/29/2014,6:00:00,8.717,7.882,1025.65,2.643
7/29/2014,7:00:00,8.841,7.983,1025.85,2.646
7/29/2014,8:00:00,8.891,7.983,1025.95,2.653
7/29/2014,9:00:00,9.064,7.983,1025.95,2.657
7/29/2014,10:00:00,9.238,7.983,1025.75,2.657
7/29/2014,11:00:00,9.312,7.983,1025.65,2.656
7/29/2014,12:00:00,9.706,8.082,1025.65,2.657
7/29/2014,13:00:00,9.977,8.082,1025.25,2.659
7/29/2014,14:00:00,10.051,8.182,1024.95,2.66
7/29/2014,15:00:00,9.829,8.182,1024.95,2.66
7/29/2014,16:00:00,9.977,8.182,1024.75,2.657
7/29/2014,17:00:00,10.051,8.282,1024.85,2.654
7/29/2014,18:00:00,10.1,8.282,1024.65,2.653
7/29/2014,19:00:00,10.296,8.382,1024.55,2.655
7/29/2014,20:00:00,10.394,8.382,1024.25,2.653
7/29/2014,21:00:00,10.443,8.481,1024.35,2.644
7/29/2014,22:00:00,10.516,8.581,1024.25,2.642
7/29/2014,23:00:00,10.516,8.68,1024.25,2.646
7/30/2014,0:00:00,10.296,8.68,1024.05,2.643
7/30/2014,1:00:00,10.198,8.779,1023.95,2.643
7/30/2014,2:00:00,10.173,8.779,1023.65,2.641
7/30/2014,3:00:00,10.124,8.779,1023.45,2.642
7/30/2014,4:00:00,9.952,8.779,1023.45,2.639
7/30/2014,5:00:00,9.805,8.879,1023.15,2.639
7/30/2014,6:00:00,9.534,8.879,1022.75,2.638
7/30/2014,7:00:00,9.386,8.779,1022.45,2.638
7/30/2014,8:00:00,9.312,8.779,1022.15,2.636
7/30/2014,9:00:00,9.312,8.779,1022.05,2.635
7/30/2014,10:00:00,9.583,8.779,1021.45,2.638
7/30/2014,11:00:00,9.879,8.779,1021.05,2.636
7/30/2014,12:00:00,9.928,8.879,1020.55,2.635
7/30/2014,13:00:00,10.051,8.879,1020.05,2.635
7/30/2014,14:00:00,10.198,8.879,1019.85,2.634
7/30/2014,15:00:00,10.222,8.978,1019.55,2.636
7/30/2014,16:00:00,10.271,8.978,1019.45,2.635
7/30/2014,17:00:00,10.369,8.978,1018.85,2.635
7/30/2014,18:00:00,10.443,9.077,1018.35,2.636
7/30/2014,19:00:00,10.492,9.077,1018.15,2.638
7/30/2014,20:00:00,10.541,9.077,1018.05,2.636
7/30/2014,21:00:00,10.59,9.176,1017.85,2.635
7/30/2014,22:00:00,10.59,9.176,1017.75,2.634
7/30/2014,23:00:00,10.614,9.176,1017.75,2.634
7/31/2014,0:00:00,10.761,9.176,1017.55,2.635
7/31/2014,1:00:00,10.736,9.176,1017.15,2.639
7/31/2014,2:00:00,10.712,9.275,1016.65,2.638
7/31/2014,3:00:00,10.687,9.275,1016.45,2.638
7/31/2014,4:00:00,10.663,9.275,1016.05,2.639
7/31/2014,5:00:00,10.638,9.275,1015.65,2.637
7/31/2014,6:00:00,10.638,9.275,1015.55,2.638
7/31/2014,7:00:00,10.638,9.275,1015.35,2.638
7/31/2014,8:00:00,10.638,9.275,1014.95,2.636
7/31/2014,9:00:00,10.663,9.373,1014.25,2.637
7/31/2014,10:00:00,10.712,9.373,1013.85,2.639
7/31/2014,11:00:00,10.785,9.373,1013.55,2.639
7/31/2014,12:00:00,10.858,9.373,1013.15,2.639
7/31/2014,13:00:00,10.883,9.373,1012.75,2.641
7/31/2014,14:00:00,10.956,9.472,1012.55,2.64
7/31/2014,15:00:00,10.932,9.472,1012.25,2.639
7/31/2014,16:00:00,11.102,9.472,1011.85,2.639
7/31/2014,17:00:00,11.2,9.472,1011.55,2.641
7/31/2014,18:00:00,11.346,9.472,1011.25,2.641
7/31/2014,19:00:00,11.224,9.472,1010.95,2.652
7/31/2014,20:00:00,11.005,9.571,1010.75,2.641
7/31/2014,21:00:00,11.029,9.571,1010.85,2.639
7/31/2014,22:00:00,11.029,9.571,1011.05,2.637
7/31/2014,23:00:00,11.029,9.669,1011.05,2.639
8/1/2014,0:00:00,11.029,9.669,1011.05,2.639
8/1/2014,1:00:00,11.005,9.669,1010.75,2.639
8/1/2014,2:00:00,11.005,9.669,1010.25,2.636
8/1/2014,3:00:00,11.273,9.669,1009.85,2.64
8/1/2014,4:00:00,11.248,9.669,1009.45,2.639
8/1/2014,5:00:00,11.127,9.768,1009.25,2.637
8/1/2014,6:00:00,11.029,9.768,1009.25,2.638
8/1/2014,7:00:00,11.005,9.768,1009.05,2.634
8/1/2014,8:00:00,10.98,9.866,1008.85,2.631
8/1/2014,9:00:00,11.127,9.866,1008.55,2.634
8/1/2014,10:00:00,11.053,9.866,1008.35,2.633
8/1/2014,11:00:00,11.127,9.866,1008.35,2.633
8/1/2014,12:00:00,11.224,9.866,1008.25,2.636
8/1/2014,13:00:00,11.2,9.866,1008.25,2.638
8/1/2014,14:00:00,11.346,9.866,1008.45,2.637
8/1/2014,15:00:00,11.297,9.866,1008.55,2.636
8/1/2014,16:00:00,11.248,9.866,1008.55,2.636
8/1/2014,17:00:00,11.248,9.866,1008.45,2.636
8/1/2014,18:00:00,11.175,9.965,1008.35,2.632
8/1/2014,19:00:00,11.078,9.965,1008.45,2.633
8/1/2014,20:00:00,11.005,9.965,1008.55,2.635
8/1/2014,21:00:00,10.932,9.866,1008.55,2.633
8/1/2014,22:00:00,10.883,9.866,1008.75,2.644
8/1/2014,23:00:00,10.834,9.866,1009.05,2.641
8/2/2014,0:00:00,10.736,9.866,1009.45,2.645
8/2/2014,1:00:00,10.638,9.866,1010.15,2.642
8/2/2014,2:00:00,10.418,9.768,1010.65,2.646
8/2/2014,3:00:00,10.394,9.768,1011.05,2.642
8/2/2014,4:00:00,10.149,9.768,1011.25,2.635
8/2/2014,5:00:00,9.977,9.768,1011.55,2.634
8/2/2014,6:00:00,9.41,9.669,1011.95,2.637
8/2/2014,7:00:00,9.089,9.571,1012.35,2.636
8/2/2014,8:00:00,9.583,9.571,1012.65,2.635
8/2/2014,9:00:00,9.756,9.472,1012.95,2.635
8/2/2014,10:00:00,8.891,9.472,1013.45,2.636
8/2/2014,11:00:00,9.089,9.373,1013.75,2.636
8/2/2014,12:00:00,8.916,9.373,1014.05,2.634
8/2/2014,13:00:00,8.817,9.275,1014.15,2.636
8/2/2014,14:00:00,8.916,9.176,1014.35,2.637
8/2/2014,15:00:00,8.891,9.176,1014.55,2.638
8/2/2014,16:00:00,8.99,9.176,1014.65,2.639
8/2/2014,17:00:00,9.188,9.077,1014.75,2.639
8/2/2014,18:00:00,9.361,9.077,1015.05,2.634
8/2/2014,19:00:00,9.41,9.077,1015.05,2.639
8/2/2014,20:00:00,9.386,9.077,1014.95,2.637
8/2/2014,21:00:00,9.312,9.077,1014.85,2.636
8/2/2014,22:00:00,9.262,9.077,1015.05,2.637
8/2/2014,23:00:00,9.213,9.077,1015.05,2.639
8/3/2014,0:00:00,9.163,9.077,1015.15,2.638
8/3/2014,1:00:00,9.139,9.077,1015.15,2.636
8/3/2014,2:00:00,9.04,8.978,1015.15,2.638
8/3/2014,3:00:00,8.916,8.978,1014.95,2.636
8/3/2014,4:00:00,8.891,8.978,1014.75,2.637
8/3/2014,5:00:00,8.817,8.978,1014.65,2.636
8/3/2014,6:00:00,8.767,8.879,1014.55,2.637
8/3/2014,7:00:00,8.668,8.879,1014.55,2.634
8/3/2014,8:00:00,8.643,8.879,1014.75,2.636
8/3/2014,9:00:00,8.568,8.879,1014.55,2.634
8/3/2014,10:00:00,8.568,8.779,1014.65,2.635
8/3/2014,11:00:00,8.593,8.779,1014.75,2.636
8/3/2014,12:00:00,8.618,8.779,1014.85,2.635
8/3/2014,13:00:00,8.742,8.779,1014.95,2.636
8/3/2014,14:00:00,9.064,8.779,1015.05,2.638
8/3/2014,15:00:00,9.139,8.779,1015.15,2.634
8/3/2014,16:00:00,9.139,8.779,1015.15,2.635
8/3/2014,17:00:00,8.965,8.779,1015.25,2.636
8/3/2014,18:00:00,8.916,8.779,1015.25,2.649
8/3/2014,19:00:00,8.891,8.779,1015.25,2.641
8/3/2014,20:00:00,8.916,8.779,1015.55,2.634
8/3/2014,21:00:00,8.891,8.779,1015.85,2.631
8/3/2014,22:00:00,8.965,8.779,1016.15,2.63
8/3/2014,23:00:00,9.04,8.779,1016.45,2.627
8/4/2014,0:00:00,9.015,8.779,1016.75,2.627
8/4/2014,1:00:00,9.04,8.779,1016.75,2.627
8/4/2014,2:00:00,8.99,8.779,1016.75,2.629
8/4/2014,3:00:00,8.891,8.779,1016.85,2.629
8/4/2014,4:00:00,8.866,8.779,1016.85,2.628
8/4/2014,5:00:00,8.668,8.779,1016.85,2.631
8/4/2014,6:00:00,8.717,8.68,1016.85,2.627
8/4/2014,7:00:00,8.668,8.68,1016.95,2.626
8/4/2014,8:00:00,7.92,8.68,1016.95,2.628
8/4/2014,9:00:00,8.12,8.581,1017.15,2.622
8/4/2014,10:00:00,8.195,8.581,1017.05,2.625
8/4/2014,11:00:00,7.895,8.581,1016.95,2.626
8/4/2014,12:00:00,8.045,8.481,1017.05,2.631
8/4/2014,13:00:00,8.618,8.481,1016.95,2.625
8/4/2014,14:00:00,8.792,8.481,1016.75,2.629
8/4/2014,15:00:00,8.891,8.581,1016.35,2.63
8/4/2014,16:00:00,9.015,8.581,1016.05,2.625
8/4/2014,17:00:00,9.163,8.581,1015.85,2.629
8/4/2014,18:00:00,9.731,8.68,1015.95,2.625
8/4/2014,19:00:00,9.558,8.68,1015.85,2.623
8/4/2014,20:00:00,9.534,8.779,1015.85,2.622
8/4/2014,21:00:00,9.336,8.779,1016.15,2.623
8/4/2014,22:00:00,9.089,8.779,1016.15,2.625
8/4/2014,23:00:00,9.015,8.779,1016.25,2.624
8/5/2014,0:00:00,9.213,8.779,1016.45,2.624
8/5/2014,1:00:00,9.114,8.779,1016.35,2.621
8/5/2014,2:00:00,9.163,8.779,1016.35,2.623
8/5/2014,3:00:00,9.015,8.779,1016.25,2.624
8/5/2014,4:00:00,8.941,8.779,1016.35,2.623
8/5/2014,5:00:00,8.817,8.68,1016.35,2.619
8/5/2014,6:00:00,8.717,8.68,1016.15,2.62
8/5/2014,7:00:00,8.618,8.68,1016.15,2.62
8/5/2014,8:00:00,8.568,8.68,1016.25,2.62
8/5/2014,9:00:00,8.543,8.68,1016.25,2.62
8/5/2014,10:00:00,8.568,8.68,1015.85,2.618
8/5/2014,11:00:00,8.643,8.68,1015.85,2.616
8/5/2014,12:00:00,8.742,8.68,1015.55,2.62
8/5/2014,13:00:00,8.866,8.68,1015.25,2.621
8/5/2014,14:00:00,8.99,8.68,1015.15,2.617
8/5/2014,15:00:00,9.114,8.68,1014.75,2.62
8/5/2014,16:00:00,9.213,8.779,1014.45,2.618
8/5/2014,17:00:00,9.262,8.779,1014.35,2.621
8/5/2014,18:00:00,9.139,8.779,1014.15,2.62
8/5/2014,19:00:00,8.99,8.779,1014.15,2.621
8/5/2014,20:00:00,8.916,8.779,1014.35,2.619
8/5/2014,21:00:00,8.965,8.779,1014.25,2.62
8/5/2014,22:00:00,8.866,8.779,1014.45,2.62
8/5/2014,23:00:00,8.792,8.68,1014.65,2.619
8/6/2014,0:00:00,8.767,8.68,1014.75,2.617
8/6/2014,1:00:00,8.717,8.68,1014.85,2.619
8/6/2014,2:00:00,8.643,8.68,1014.85,2.617
8/6/2014,3:00:00,8.568,8.68,1014.85,2.619
8/6/2014,4:00:00,8.494,8.581,1014.75,2.618
8/6/2014,5:00:00,8.543,8.581,1014.65,2.616
8/6/2014,6:00:00,8.568,8.581,1014.75,2.618
8/6/2014,7:00:00,8.568,8.581,1014.65,2.617
8/6/2014,8:00:00,8.543,8.581,1014.75,2.618
8/6/2014,9:00:00,8.543,8.581,1014.65,2.617
8/6/2014,10:00:00,8.568,8.581,1014.75,2.615
8/6/2014,11:00:00,8.668,8.581,1014.65,2.619
8/6/2014,12:00:00,8.767,8.581,1014.45,2.618
8/6/2014,13:00:00,8.841,8.581,1014.15,2.624
8/6/2014,14:00:00,8.916,8.581,1013.95,2.62
8/6/2014,15:00:00,9.015,8.581,1013.75,2.618
8/6/2014,16:00:00,9.188,8.68,1013.55,2.618
8/6/2014,17:00:00,9.238,8.68,1013.05,2.621
8/6/2014,18:00:00,9.312,8.68,1012.95,2.624
8/6/2014,19:00:00,9.336,8.68,1012.75,2.623
8/6/2014,20:00:00,9.262,8.779,1012.65,2.622
8/6/2014,21:00:00,9.188,8.779,1012.65,2.622
8/6/2014,22:00:00,9.139,8.779,1012.65,2.621
8/6/2014,23:00:00,9.114,8.779,1012.55,2.622
8/7/2014,0:00:00,9.04,8.68,1012.35,2.623
8/7/2014,1:00:00,8.965,8.68,1011.95,2.624
8/7/2014,2:00:00,8.866,8.68,1012.05,2.622
8/7/2014,3:00:00,8.792,8.68,1011.95,2.62
8/7/2014,4:00:00,8.742,8.68,1011.95,2.62
8/7/2014,5:00:00,8.668,8.68,1011.95,2.618
8/7/2014,6:00:00,8.668,8.581,1011.65,2.617
8/7/2014,7:00:00,8.469,8.581,1011.45,2.621
8/7/2014,8:00:00,8.668,8.581,1011.45,2.621
8/7/2014,9:00:00,8.494,8.581,1011.45,2.618
8/7/2014,10:00:00,8.543,8.581,1011.35,2.622
8/7/2014,11:00:00,8.593,8.481,1011.15,2.627
8/7/2014,12:00:00,8.693,8.481,1010.95,2.621
8/7/2014,13:00:00,8.767,8.481,1010.75,2.623
8/7/2014,14:00:00,8.792,8.481,1010.45,2.61
8/7/2014,15:00:00,8.668,8.481,1010.15,2.615
8/7/2014,16:00:00,8.643,8.481,1009.95,2.612
8/7/2014,17:00:00,8.593,8.481,1009.95,2.622
8/7/2014,18:00:00,8.494,8.481,1009.65,2.623
8/7/2014,19:00:00,8.618,8.481,1009.45,2.628
8/7/2014,20:00:00,8.742,8.481,1009.45,2.627
8/7/2014,21:00:00,8.568,8.481,1009.75,2.622
8/7/2014,22:00:00,8.469,8.481,1010.05,2.625
8/7/2014,23:00:00,8.344,8.481,1010.35,2.622
8/8/2014,0:00:00,8.245,8.382,1010.65,2.632
8/8/2014,1:00:00,8.145,8.382,1010.65,2.632
8/8/2014,2:00:00,8.02,8.382,1010.45,2.621
8/8/2014,3:00:00,7.77,8.382,1010.45,2.629
8/8/2014,4:00:00,7.192,8.282,1010.85,2.62
8/8/2014,5:00:00,7.041,8.282,1011.05,2.616
8/8/2014,6:00:00,7.594,8.182,1011.35,2.625
8/8/2014,7:00:00,7.645,8.182,1011.95,2.624
8/8/2014,8:00:00,7.77,8.082,1012.25,2.616
8/8/2014,9:00:00,7.594,8.082,1012.55,2.619
8/8/2014,10:00:00,7.544,8.082,1012.95,2.622
8/8/2014,11:00:00,7.217,8.082,1013.05,2.621
8/8/2014,12:00:00,7.116,7.983,1013.25,2.617
8/8/2014,13:00:00,7.419,7.983,1013.65,2.619
8/8/2014,14:00:00,7.569,7.882,1013.85,2.62
8/8/2014,15:00:00,7.795,7.882,1013.95,2.603
8/8/2014,16:00:00,7.82,7.882,1014.05,2.622
8/8/2014,17:00:00,8.07,7.882,1013.95,2.617
8/8/2014,18:00:00,8.045,7.882,1014.15,2.621
8/8/2014,19:00:00,7.97,7.882,1014.45,2.615
8/8/2014,20:00:00,7.87,7.983,1014.65,2.614
8/8/2014,21:00:00,7.645,7.983,1014.95,2.626
8/8/2014,22:00:00,7.469,7.882,1015.25,2.628
8/8/2014,23:00:00,7.167,7.882,1015.55,2.618
8/9/2014,0:00:00,7.091,7.882,1015.75,2.626
8/9/2014,1:00:00,6.94,7.882,1015.95,2.621
8/9/2014,2:00:00,6.965,7.782,1016.25,2.624
8/9/2014,3:00:00,6.179,7.782,1016.35,2.621
8/9/2014,4:00:00,6.661,7.682,1016.35,2.621
8/9/2014,5:00:00,6.051,7.682,1016.35,2.627
8/9/2014,6:00:00,6.306,7.582,1016.35,2.622
8/9/2014,7:00:00,6.051,7.582,1016.25,2.621
8/9/2014,8:00:00,5.924,7.481,1016.05,2.62
8/9/2014,9:00:00,5.514,7.481,1016.05,2.62
8/9/2014,10:00:00,5.745,7.381,1016.05,2.623
8/9/2014,11:00:00,5.437,7.28,1015.95,2.62
8/9/2014,12:00:00,5.385,7.28,1015.85,2.62
8/9/2014,13:00:00,5.514,7.179,1015.75,2.617
8/9/2014,14:00:00,5.462,7.079,1015.35,2.622
8/9/2014,15:00:00,5.847,7.079,1015.15,2.621
8/9/2014,16:00:00,6.433,6.978,1014.85,2.622
8/9/2014,17:00:00,6.687,6.978,1014.85,2.626
8/9/2014,18:00:00,6.788,6.978,1014.75,2.622
8/9/2014,19:00:00,6.611,6.978,1014.65,2.616
8/9/2014,20:00:00,6.509,7.079,1014.85,2.618
8/9/2014,21:00:00,6.585,7.079,1014.95,2.618
8/9/2014,22:00:00,6.585,7.079,1014.95,2.618
8/9/2014,23:00:00,6.687,7.079,1015.05,2.619
8/10/2014,0:00:00,6.509,7.079,1015.35,2.619
8/10/2014,1:00:00,6.509,7.079,1015.45,2.618
8/10/2014,2:00:00,6.331,7.079,1015.75,2.62
8/10/2014,3:00:00,6.306,7.079,1015.85,2.622
8/10/2014,4:00:00,6.026,7.079,1015.75,2.62
8/10/2014,5:00:00,6.255,6.978,1015.65,2.624
8/10/2014,6:00:00,6.23,6.978,1015.45,2.621
8/10/2014,7:00:00,6.026,6.978,1015.75,2.619
8/10/2014,8:00:00,5.821,6.978,1015.95,2.616
8/10/2014,9:00:00,5.539,6.978,1015.75,2.623
8/10/2014,10:00:00,5.77,6.877,1015.55,2.618
8/10/2014,11:00:00,5.796,6.877,1015.55,2.623
8/10/2014,12:00:00,6.382,6.877,1015.25,2.619
8/10/2014,13:00:00,6.763,6.877,1014.95,2.621
8/10/2014,14:00:00,6.914,6.877,1014.85,2.625
8/10/2014,15:00:00,7.242,6.877,1014.95,2.616
8/10/2014,16:00:00,7.494,6.877,1014.85,2.62
8/10/2014,17:00:00,7.569,6.978,1014.55,2.619
8/10/2014,18:00:00,7.645,6.978,1014.45,2.622
8/10/2014,19:00:00,7.619,6.978,1014.35,2.621
8/10/2014,20:00:00,7.619,7.079,1014.35,2.62
8/10/2014,21:00:00,7.82,7.079,1014.55,2.619
8/10/2014,22:00:00,7.97,7.179,1014.75,2.616
8/10/2014,23:00:00,7.845,7.179,1014.85,2.617
8/11/2014,0:00:00,8.568,7.179,1014.85,2.618
8/11/2014,1:00:00,7.87,7.28,1014.85,2.62
8/11/2014,2:00:00,7.444,7.28,1014.75,2.623
8/11/2014,3:00:00,7.945,7.381,1014.55,2.62
8/11/2014,4:00:00,7.494,7.381,1014.45,2.62
8/11/2014,5:00:00,6.585,7.381,1014.35,2.619
8/11/2014,6:00:00,6.382,7.381,1014.05,2.621
8/11/2014,7:00:00,6.661,7.28,1013.95,2.618
8/11/2014,8:00:00,6.763,7.28,1013.85,2.619
8/11/2014,9:00:00,6.788,7.179,1013.75,2.618
8/11/2014,10:00:00,6.788,7.179,1013.65,2.619
8/11/2014,11:00:00,6.889,7.179,1013.55,2.62
8/11/2014,12:00:00,7.066,7.179,1013.15,2.62
8/11/2014,13:00:00,7.242,7.179,1012.95,2.617
8/11/2014,14:00:00,7.419,7.179,1012.55,2.624
8/11/2014,15:00:00,7.619,7.179,1012.15,2.622
8/11/2014,16:00:00,7.995,7.179,1011.95,2.619
8/11/2014,17:00:00,7.995,7.28,1011.65,2.614
8/11/2014,18:00:00,8.568,7.28,1011.35,2.619
8/11/2014,19:00:00,8.494,7.381,1011.45,2.617
8/11/2014,20:00:00,8.519,7.381,1011.35,2.619
8/11/2014,21:00:00,8.494,7.381,1011.15,2.62
8/11/2014,22:00:00,8.543,7.481,1011.25,2.619
8/11/2014,23:00:00,8.295,7.481,1011.45,2.614
8/12/2014,0:00:00,8.12,7.582,1011.35,2.615
8/12/2014,1:00:00,7.895,7.582,1011.35,2.615
8/12/2014,2:00:00,7.695,7.582,1011.25,2.616
8/12/2014,3:00:00,8.145,7.582,1010.85,2.617
8/12/2014,4:00:00,7.945,7.582,1010.65,2.618
8/12/2014,5:00:00,7.015,7.582,1010.55,2.615
8/12/2014,6:00:00,7.142,7.481,1010.25,2.618
8/12/2014,7:00:00,7.041,7.481,1009.75,2.619
8/12/2014,8:00:00,7.066,7.481,1009.55,2.624
8/12/2014,9:00:00,6.535,7.481,1009.55,2.619
8/12/2014,10:00:00,7.72,7.381,1009.35,2.616
8/12/2014,11:00:00,6.636,7.381,1009.25,2.619
8/12/2014,12:00:00,7.494,7.381,1009.15,2.615
8/12/2014,13:00:00,7.82,7.381,1008.95,2.615
8/12/2014,14:00:00,8.17,7.381,1008.85,2.621
8/12/2014,15:00:00,8.145,7.381,1008.65,2.621
8/12/2014,16:00:00,8.543,7.381,1008.55,2.626
8/12/2014,17:00:00,8.767,7.481,1008.45,2.621
8/12/2014,18:00:00,8.941,7.481,1008.65,2.619
8/12/2014,19:00:00,8.444,7.582,1008.55,2.62
8/12/2014,20:00:00,8.319,7.582,1008.75,2.621
8/12/2014,21:00:00,8.245,7.582,1008.75,2.621
8/12/2014,22:00:00,8.145,7.682,1009.05,2.618
8/12/2014,23:00:00,7.97,7.682,1009.25,2.616
8/13/2014,0:00:00,7.87,7.682,1009.15,2.619
8/13/2014,1:00:00,7.77,7.682,1009.25,2.62
8/13/2014,2:00:00,7.645,7.682,1009.25,2.618
8/13/2014,3:00:00,7.645,7.682,1009.25,2.616
8/13/2014,4:00:00,7.594,7.582,1009.25,2.618
8/13/2014,5:00:00,7.544,7.582,1009.15,2.623
8/13/2014,6:00:00,7.469,7.582,1009.15,2.622
8/13/2014,7:00:00,7.444,7.582,1009.05,2.62
8/13/2014,8:00:00,7.393,7.582,1008.95,2.617
8/13/2014,9:00:00,7.368,7.582,1009.05,2.616
8/13/2014,10:00:00,7.368,7.481,1009.05,2.618
8/13/2014,11:00:00,7.343,7.481,1009.05,2.618
8/13/2014,12:00:00,7.368,7.481,1009.15,2.61
8/13/2014,13:00:00,7.444,7.481,1009.15,2.61
8/13/2014,14:00:00,7.494,7.481,1008.85,2.61
8/13/2014,15:00:00,7.544,7.481,1008.75,2.619
8/13/2014,16:00:00,7.645,7.481,1008.65,2.617
8/13/2014,17:00:00,7.645,7.481,1008.65,2.612
8/13/2014,18:00:00,7.695,7.481,1008.45,2.617
8/13/2014,19:00:00,7.72,7.481,1008.75,2.613
8/13/2014,20:00:00,7.645,7.481,1008.85,2.615
8/13/2014,21:00:00,7.444,7.481,1008.85,2.617
8/13/2014,22:00:00,7.318,7.481,1009.15,2.618
8/13/2014,23:00:00,7.393,7.481,1009.35,2.619
8/14/2014,0:00:00,7.268,7.481,1009.45,2.618
8/14/2014,1:00:00,7.242,7.481,1009.45,2.61
8/14/2014,2:00:00,7.217,7.481,1009.45,2.615
8/14/2014,3:00:00,7.116,7.381,1009.35,2.619
8/14/2014,4:00:00,7.066,7.381,1009.25,2.615
8/14/2014,5:00:00,7.041,7.381,1009.35,2.613
8/14/2014,6:00:00,6.99,7.381,1009.25,2.612
8/14/2014,7:00:00,6.965,7.381,1009.15,2.611
8/14/2014,8:00:00,6.94,7.381,1009.05,2.614
8/14/2014,9:00:00,6.914,7.28,1009.05,2.615
8/14/2014,10:00:00,6.914,7.28,1008.95,2.612
8/14/2014,11:00:00,6.889,7.28,1008.85,2.613
8/14/2014,12:00:00,6.914,7.28,1008.65,2.611
8/14/2014,13:00:00,6.94,7.28,1008.45,2.612
8/14/2014,14:00:00,6.99,7.28,1008.35,2.608
8/14/2014,15:00:00,7.015,7.28,1008.15,2.615
8/14/2014,16:00:00,7.041,7.179,1007.75,2.611
8/14/2014,17:00:00,7.066,7.179,1007.55,2.613
8/14/2014,18:00:00,7.041,7.179,1007.55,2.616
8/14/2014,19:00:00,6.99,7.179,1007.25,2.613
8/14/2014,20:00:00,6.94,7.179,1007.05,2.615
8/14/2014,21:00:00,6.889,7.179,1007.15,2.61
8/14/2014,22:00:00,6.839,7.179,1007.05,2.613
8/14/2014,23:00:00,6.763,7.179,1007.05,2.615
8/15/2014,0:00:00,6.687,7.179,1007.05,2.618
8/15/2014,1:00:00,6.585,7.179,1006.95,2.614
8/15/2014,2:00:00,6.535,7.079,1006.95,2.611
8/15/2014,3:00:00,6.484,7.079,1006.85,2.612
8/15/2014,4:00:00,6.458,7.079,1006.65,2.614
8/15/2014,5:00:00,6.382,7.079,1006.55,2.615
8/15/2014,6:00:00,6.357,7.079,1006.45,2.616
8/15/2014,7:00:00,6.281,6.978,1006.15,2.617
8/15/2014,8:00:00,6.281,6.978,1005.95,2.611
8/15/2014,9:00:00,6.281,6.978,1005.85,2.609
8/15/2014,10:00:00,6.23,6.978,1005.75,2.611
8/15/2014,11:00:00,6.23,6.877,1005.45,2.611
8/15/2014,12:00:00,6.255,6.877,1005.25,2.61
8/15/2014,13:00:00,6.331,6.877,1004.85,2.606
8/15/2014,14:00:00,6.433,6.877,1004.55,2.607
8/15/2014,15:00:00,6.408,6.877,1004.15,2.606
8/15/2014,16:00:00,6.331,6.877,1003.75,2.612
8/15/2014,17:00:00,6.306,6.877,1003.45,2.612
8/15/2014,18:00:00,6.281,6.877,1003.35,2.623
8/15/2014,19:00:00,6.306,6.877,1003.05,2.602
8/15/2014,20:00:00,6.281,6.775,1002.75,2.608
8/15/2014,21:00:00,6.23,6.775,1002.65,2.612
8/15/2014,22:00:00,6.204,6.775,1002.45,2.611
8/15/2014,23:00:00,6.153,6.775,1002.65,2.605
8/16/2014,0:00:00,6.128,6.775,1002.55,2.606
8/16/2014,1:00:00,6.128,6.775,1002.45,2.609
8/16/2014,2:00:00,6.102,6.775,1002.25,2.611
8/16/2014,3:00:00,6.077,6.674,1002.15,2.613
8/16/2014,4:00:00,6.026,6.674,1001.85,2.612
8/16/2014,5:00:00,6,6.674,1001.45,2.614
8/16/2014,6:00:00,5.949,6.674,1000.95,2.614
8/16/2014,7:00:00,5.924,6.674,1000.45,2.616
8/16/2014,8:00:00,5.872,6.674,999.85,2.614
8/16/2014,9:00:00,5.745,6.573,999.15,2.616
8/16/2014,10:00:00,5.745,6.573,999.05,2.616
8/16/2014,11:00:00,5.745,6.573,999.05,2.613
