,,WTS-28,WP12-28,,,,Float,,,,,Cond-3,,,
Date,"Time, AST","TempC, 30cm","TempC, 325cm","Pressure Barom., mbar","Sensor Depth, meters",,Date,"Time, AST",TempC,RH%,,Date,"Time, GMT-05:00","Full Range, ?S/cm","Temp, °C"
8/24/2014,10:00:00,8.99,9.077,1015.05,2.49,,8/24/2014,10:00:00,1.751,100,,11/19/2014,12:00:00,9.04,2.34
8/24/2014,11:00:00,9.015,9.176,1014.85,2.491,,8/24/2014,11:00:00,2.37,100,,11/20/2014,0:00:00,9.04,2.35
8/24/2014,12:00:00,9.04,9.176,1014.55,2.489,,8/24/2014,12:00:00,2.584,100,,11/20/2014,12:00:00,9.43,2.34
8/24/2014,13:00:00,8.99,9.077,1014.05,2.488,,8/24/2014,13:00:00,3.301,100,,11/21/2014,0:00:00,9.04,2.35
8/24/2014,14:00:00,9.04,9.176,1013.55,2.49,,8/24/2014,14:00:00,3.827,100,,11/21/2014,12:00:00,9.43,2.35
8/24/2014,15:00:00,9.04,9.176,1012.95,2.488,,8/24/2014,15:00:00,4.402,100,,11/22/2014,0:00:00,9.43,2.34
8/24/2014,16:00:00,9.089,9.176,1012.25,2.492,,8/24/2014,16:00:00,4.818,100,,11/22/2014,12:00:00,9.04,2.35
8/24/2014,17:00:00,9.188,9.176,1011.75,2.49,,8/24/2014,17:00:00,5.231,100,,11/23/2014,0:00:00,9.43,2.35
8/24/2014,18:00:00,9.238,9.275,1011.25,2.49,,8/24/2014,18:00:00,5.539,100,,11/23/2014,12:00:00,9.43,2.35
8/24/2014,19:00:00,9.238,9.176,1010.85,2.49,,8/24/2014,19:00:00,5.411,100,,11/24/2014,0:00:00,9.82,2.37
8/24/2014,20:00:00,9.188,9.176,1010.45,2.491,,8/24/2014,20:00:00,4.558,100,,11/24/2014,12:00:00,9.43,2.34
8/24/2014,21:00:00,9.139,9.176,1010.15,2.496,,8/24/2014,21:00:00,4.532,100,,11/25/2014,0:00:00,9.82,2.34
8/24/2014,22:00:00,9.238,9.275,1010.05,2.489,,8/24/2014,22:00:00,4.063,100,,11/25/2014,12:00:00,9.82,2.35
8/24/2014,23:00:00,8.916,9.077,1009.75,2.485,,8/24/2014,23:00:00,3.932,100,,11/26/2014,0:00:00,9.82,2.34
8/25/2014,0:00:00,8.792,8.879,1009.35,2.49,,8/25/2014,0:00:00,3.906,100,,11/26/2014,12:00:00,10.21,2.32
8/25/2014,1:00:00,8.767,8.879,1009.35,2.492,,8/25/2014,1:00:00,3.195,100,,11/27/2014,0:00:00,10.21,2.35
8/25/2014,2:00:00,8.767,8.879,1009.05,2.488,,8/25/2014,2:00:00,3.089,100,,11/27/2014,12:00:00,10.21,2.34
8/25/2014,3:00:00,8.568,8.779,1008.95,2.486,,8/25/2014,3:00:00,3.459,100,,11/28/2014,0:00:00,10.21,2.34
8/25/2014,4:00:00,8.444,8.581,1008.45,2.492,,8/25/2014,4:00:00,3.195,100,,11/28/2014,12:00:00,10.21,2.35
8/25/2014,5:00:00,8.344,8.581,1008.35,2.49,,8/25/2014,5:00:00,3.433,100,,11/29/2014,0:00:00,10.21,2.32
8/25/2014,6:00:00,8.245,8.481,1008.35,2.486,,8/25/2014,6:00:00,3.512,100,,11/29/2014,12:00:00,10.59,2.34
8/25/2014,7:00:00,8.17,8.382,1008.05,2.491,,8/25/2014,7:00:00,3.433,100,,11/30/2014,0:00:00,10.59,2.34
8/25/2014,8:00:00,7.92,8.182,1007.65,2.497,,8/25/2014,8:00:00,3.67,100,,11/30/2014,12:00:00,10.98,2.34
8/25/2014,9:00:00,7.519,7.782,1007.55,2.492,,8/25/2014,9:00:00,3.512,100,,12/1/2014,0:00:00,10.59,2.35
8/25/2014,10:00:00,7.97,8.082,1007.55,2.484,,8/25/2014,10:00:00,3.827,100,,12/1/2014,12:00:00,10.59,2.35
8/25/2014,11:00:00,7.795,7.983,1007.55,2.494,,8/25/2014,11:00:00,4.168,100,,12/2/2014,0:00:00,10.59,2.37
8/25/2014,12:00:00,7.268,7.582,1007.45,2.498,,8/25/2014,12:00:00,4.194,100,,12/2/2014,12:00:00,10.98,2.34
8/25/2014,13:00:00,7.393,7.582,1007.45,2.495,,8/25/2014,13:00:00,4.272,100,,12/3/2014,0:00:00,10.98,2.34
8/25/2014,14:00:00,7.569,7.682,1007.35,2.496,,8/25/2014,14:00:00,4.454,100,,12/3/2014,12:00:00,10.98,2.34
8/25/2014,15:00:00,7.77,7.882,1007.25,2.485,,8/25/2014,15:00:00,4.74,100,,12/4/2014,0:00:00,10.98,2.32
8/25/2014,16:00:00,7.895,7.983,1007.05,2.489,,8/25/2014,16:00:00,5.334,100,,12/4/2014,12:00:00,10.98,2.37
8/25/2014,17:00:00,7.995,8.082,1007.05,2.489,,8/25/2014,17:00:00,5.411,100,,12/5/2014,0:00:00,11.37,2.34
8/25/2014,18:00:00,7.945,8.082,1007.05,2.493,,8/25/2014,18:00:00,5.257,100,,12/5/2014,12:00:00,10.98,2.34
8/25/2014,19:00:00,7.645,7.782,1007.05,2.491,,8/25/2014,19:00:00,4.947,100,,12/6/2014,0:00:00,11.76,2.32
8/25/2014,20:00:00,7.82,7.882,1006.95,2.492,,8/25/2014,20:00:00,4.844,100,,12/6/2014,12:00:00,12.15,2.34
8/25/2014,21:00:00,7.845,7.983,1006.95,2.488,,8/25/2014,21:00:00,4.662,100,,12/7/2014,0:00:00,11.76,2.34
8/25/2014,22:00:00,7.795,7.983,1006.85,2.495,,8/25/2014,22:00:00,4.688,100,,12/7/2014,12:00:00,11.76,2.34
8/25/2014,23:00:00,7.72,7.882,1007.05,2.489,,8/25/2014,23:00:00,4.506,100,,12/8/2014,0:00:00,11.76,2.34
8/26/2014,0:00:00,7.645,7.782,1007.05,2.486,,8/26/2014,0:00:00,4.35,100,,12/8/2014,12:00:00,12.15,2.37
8/26/2014,1:00:00,7.494,7.682,1006.95,2.49,,8/26/2014,1:00:00,4.037,100,,12/9/2014,0:00:00,12.15,2.35
8/26/2014,2:00:00,7.242,7.481,1006.75,2.488,,8/26/2014,2:00:00,3.775,100,,12/9/2014,12:00:00,12.15,2.34
8/26/2014,3:00:00,6.788,7.179,1006.55,2.492,,8/26/2014,3:00:00,3.722,100,,12/10/2014,0:00:00,12.15,2.34
8/26/2014,4:00:00,6.839,7.179,1006.45,2.49,,8/26/2014,4:00:00,3.406,100,,12/10/2014,12:00:00,12.54,2.38
8/26/2014,5:00:00,6.914,7.179,1006.15,2.487,,8/26/2014,5:00:00,3.485,100,,12/11/2014,0:00:00,12.54,2.34
8/26/2014,6:00:00,7.091,7.179,1005.95,2.488,,8/26/2014,6:00:00,3.221,100,,12/11/2014,12:00:00,12.54,2.34
8/26/2014,7:00:00,7.293,7.481,1005.85,2.489,,8/26/2014,7:00:00,3.564,100,,12/12/2014,0:00:00,12.93,2.32
8/26/2014,8:00:00,7.217,7.481,1005.75,2.49,,8/26/2014,8:00:00,3.67,100,,12/12/2014,12:00:00,13.32,2.34
8/26/2014,9:00:00,7.066,7.381,1005.55,2.489,,8/26/2014,9:00:00,3.775,100,,12/13/2014,0:00:00,13.32,2.34
8/26/2014,10:00:00,6.99,7.28,1005.35,2.489,,8/26/2014,10:00:00,3.88,100,,12/13/2014,12:00:00,13.71,2.32
8/26/2014,11:00:00,6.737,7.079,1005.35,2.49,,8/26/2014,11:00:00,4.141,100,,12/14/2014,0:00:00,13.32,2.32
8/26/2014,12:00:00,6.611,6.877,1005.35,2.485,,8/26/2014,12:00:00,4.48,100,,12/14/2014,12:00:00,13.32,2.32
8/26/2014,13:00:00,6.94,7.179,1005.15,2.486,,8/26/2014,13:00:00,4.662,100,,12/15/2014,0:00:00,13.71,2.32
8/26/2014,14:00:00,6.813,7.079,1005.05,2.485,,8/26/2014,14:00:00,4.921,100,,12/15/2014,12:00:00,13.32,2.32
8/26/2014,15:00:00,7.142,7.079,1004.65,2.487,,8/26/2014,15:00:00,5.05,100,,12/16/2014,0:00:00,13.71,2.32
8/26/2014,16:00:00,7.268,7.28,1004.35,2.487,,8/26/2014,16:00:00,5.282,100,,12/16/2014,12:00:00,13.71,2.34
8/26/2014,17:00:00,7.368,7.28,1003.95,2.486,,8/26/2014,17:00:00,5.591,100,,12/17/2014,0:00:00,13.71,2.31
8/26/2014,18:00:00,7.343,7.381,1004.05,2.487,,8/26/2014,18:00:00,5.642,100,,12/17/2014,12:00:00,14.1,2.31
8/26/2014,19:00:00,7.318,7.381,1003.95,2.49,,8/26/2014,19:00:00,5.642,100,,12/18/2014,0:00:00,14.49,2.32
8/26/2014,20:00:00,7.217,7.381,1003.95,2.486,,8/26/2014,20:00:00,5.05,100,,12/18/2014,12:00:00,14.49,2.31
8/26/2014,21:00:00,7.268,7.381,1003.75,2.485,,8/26/2014,21:00:00,4.973,100,,12/19/2014,0:00:00,14.49,2.32
8/26/2014,22:00:00,7.192,7.481,1003.65,2.488,,8/26/2014,22:00:00,4.792,100,,12/19/2014,12:00:00,14.49,2.31
8/26/2014,23:00:00,7.343,7.481,1003.45,2.485,,8/26/2014,23:00:00,4.895,100,,12/20/2014,0:00:00,14.88,2.31
8/27/2014,0:00:00,7.293,7.481,1003.45,2.486,,8/27/2014,0:00:00,4.428,100,,12/20/2014,12:00:00,14.88,2.31
8/27/2014,1:00:00,7.242,7.481,1002.95,2.485,,8/27/2014,1:00:00,3.906,100,,12/21/2014,0:00:00,16.05,2.31
8/27/2014,2:00:00,7.167,7.481,1002.55,2.489,,8/27/2014,2:00:00,3.327,100,,12/21/2014,12:00:00,14.49,2.31
8/27/2014,3:00:00,7.116,7.381,1002.35,2.487,,8/27/2014,3:00:00,2.903,100,,12/22/2014,0:00:00,14.88,2.32
8/27/2014,4:00:00,6.965,7.381,1002.05,2.485,,8/27/2014,4:00:00,2.343,100,,12/22/2014,12:00:00,14.88,2.3
8/27/2014,5:00:00,6.965,7.28,1001.75,2.486,,8/27/2014,5:00:00,2.797,100,,12/23/2014,0:00:00,14.88,2.3
8/27/2014,6:00:00,6.914,7.28,1001.55,2.485,,8/27/2014,6:00:00,2.717,100,,12/23/2014,12:00:00,14.88,2.31
8/27/2014,7:00:00,6.864,7.079,1001.15,2.491,,8/27/2014,7:00:00,2.823,100,,12/24/2014,0:00:00,14.88,2.3
8/27/2014,8:00:00,6.94,7.179,1000.95,2.488,,8/27/2014,8:00:00,3.195,100,,12/24/2014,12:00:00,14.49,2.32
8/27/2014,9:00:00,6.965,7.179,1000.65,2.486,,8/27/2014,9:00:00,4.141,100,,12/25/2014,0:00:00,14.88,2.31
8/27/2014,10:00:00,6.94,7.179,1000.15,2.486,,8/27/2014,10:00:00,5.898,100,,12/25/2014,12:00:00,14.49,2.3
8/27/2014,11:00:00,7.041,7.179,999.85,2.485,,8/27/2014,11:00:00,7.116,100,,12/26/2014,0:00:00,14.88,2.31
8/27/2014,12:00:00,7.066,7.179,999.35,2.485,,8/27/2014,12:00:00,9.139,100,,12/26/2014,12:00:00,14.88,2.31
8/27/2014,13:00:00,6.94,7.079,998.75,2.486,,8/27/2014,13:00:00,9.41,100,,12/27/2014,0:00:00,14.88,2.3
8/27/2014,14:00:00,7.318,7.381,998.35,2.482,,8/27/2014,14:00:00,10.247,100,,12/27/2014,12:00:00,14.88,2.31
8/27/2014,15:00:00,7.469,7.481,997.65,2.484,,8/27/2014,15:00:00,11.273,100,,12/28/2014,0:00:00,14.88,2.3
8/27/2014,16:00:00,7.67,7.682,996.85,2.482,,8/27/2014,16:00:00,12.606,100,,12/28/2014,12:00:00,14.88,2.31
8/27/2014,17:00:00,8.045,7.782,996.15,2.483,,8/27/2014,17:00:00,12.727,100,,12/29/2014,0:00:00,22.28,2.27
8/27/2014,18:00:00,8.07,7.682,995.55,2.484,,8/27/2014,18:00:00,10.761,100,,12/29/2014,12:00:00,15.27,2.27
8/27/2014,19:00:00,8.12,7.882,995.15,2.481,,8/27/2014,19:00:00,10.075,100,,12/30/2014,0:00:00,15.27,2.25
8/27/2014,20:00:00,8.045,7.882,994.55,2.482,,8/27/2014,20:00:00,9.608,100,,12/30/2014,12:00:00,15.27,2.27
8/27/2014,21:00:00,7.995,7.983,994.55,2.482,,8/27/2014,21:00:00,9.854,100,,12/31/2014,0:00:00,16.05,2.28
8/27/2014,22:00:00,7.945,7.983,994.35,2.484,,8/27/2014,22:00:00,8.444,100,,12/31/2014,12:00:00,16.05,2.24
8/27/2014,23:00:00,7.945,7.882,994.25,2.485,,8/27/2014,23:00:00,8.494,100,,1/1/2015,0:00:00,16.44,2.24
8/28/2014,0:00:00,8.045,7.882,994.15,2.486,,8/28/2014,0:00:00,8.792,100,,1/1/2015,12:00:00,16.44,2.22
8/28/2014,1:00:00,8.07,7.983,994.05,2.484,,8/28/2014,1:00:00,8.668,100,,1/2/2015,0:00:00,16.44,2.24
8/28/2014,2:00:00,8.02,7.983,993.75,2.483,,8/28/2014,2:00:00,8.319,100,,1/2/2015,12:00:00,16.83,2.22
8/28/2014,3:00:00,8.045,7.983,993.55,2.484,,8/28/2014,3:00:00,8.419,100,,1/3/2015,0:00:00,16.83,2.24
8/28/2014,4:00:00,8.12,8.082,993.35,2.484,,8/28/2014,4:00:00,8.817,100,,1/3/2015,12:00:00,16.83,2.22
8/28/2014,5:00:00,8.045,8.082,993.95,2.492,,8/28/2014,5:00:00,4.35,100,,1/4/2015,0:00:00,16.44,2.14
8/28/2014,6:00:00,7.895,7.983,994.85,2.491,,8/28/2014,6:00:00,3.617,100,,1/4/2015,12:00:00,16.83,2.18
8/28/2014,7:00:00,7.745,7.782,995.95,2.488,,8/28/2014,7:00:00,3.274,100,,1/5/2015,0:00:00,17.22,2.21
8/28/2014,8:00:00,7.645,7.782,996.95,2.486,,8/28/2014,8:00:00,2.744,100,,1/5/2015,12:00:00,17.61,2.18
8/28/2014,9:00:00,7.469,7.582,997.75,2.487,,8/28/2014,9:00:00,2.343,100,,1/6/2015,0:00:00,17.61,2.2
8/28/2014,10:00:00,7.393,7.481,998.35,2.486,,8/28/2014,10:00:00,2.69,100,,1/6/2015,12:00:00,17.61,2.18
8/28/2014,11:00:00,7.242,7.381,998.75,2.49,,8/28/2014,11:00:00,3.248,100,,1/7/2015,0:00:00,18,2.17
8/28/2014,12:00:00,7.293,7.481,999.15,2.488,,8/28/2014,12:00:00,3.274,100,,1/7/2015,12:00:00,18,2.18
8/28/2014,13:00:00,7.217,7.381,999.35,2.487,,8/28/2014,13:00:00,3.906,100,,1/8/2015,0:00:00,18,2.17
8/28/2014,14:00:00,7.192,7.381,999.55,2.487,,8/28/2014,14:00:00,3.854,100,,1/8/2015,12:00:00,18,2.22
8/28/2014,15:00:00,7.192,7.381,999.45,2.486,,8/28/2014,15:00:00,4.168,100,,1/9/2015,0:00:00,18,2.17
8/28/2014,16:00:00,7.268,7.481,999.25,2.487,,8/28/2014,16:00:00,4.766,100,,1/9/2015,12:00:00,18,2.18
8/28/2014,17:00:00,7.343,7.481,999.05,2.485,,8/28/2014,17:00:00,5.488,100,,1/10/2015,0:00:00,18,2.15
8/28/2014,18:00:00,7.368,7.582,998.85,2.486,,8/28/2014,18:00:00,5.36,100,,1/10/2015,12:00:00,18.78,2.14
8/28/2014,19:00:00,7.343,7.481,998.45,2.486,,8/28/2014,19:00:00,5.334,100,,1/11/2015,0:00:00,19.17,2.14
8/28/2014,20:00:00,7.293,7.481,998.25,2.487,,8/28/2014,20:00:00,4.714,100,,1/11/2015,12:00:00,19.17,2.17
8/28/2014,21:00:00,7.242,7.381,998.35,2.487,,8/28/2014,21:00:00,4.115,100,,1/12/2015,0:00:00,18.78,2.14
8/28/2014,22:00:00,7.343,7.481,998.15,2.486,,8/28/2014,22:00:00,4.402,100,,1/12/2015,12:00:00,19.17,2.14
8/28/2014,23:00:00,7.217,7.381,997.95,2.486,,8/28/2014,23:00:00,4.376,100,,1/13/2015,0:00:00,19.17,2.13
8/29/2014,0:00:00,7.142,7.381,997.95,2.484,,8/29/2014,0:00:00,2.262,100,,1/13/2015,12:00:00,19.56,2.13
8/29/2014,1:00:00,7.192,7.381,997.95,2.486,,8/29/2014,1:00:00,2.823,100,,1/14/2015,0:00:00,19.56,2.11
8/29/2014,2:00:00,7.142,7.381,997.95,2.484,,8/29/2014,2:00:00,2.236,100,,1/14/2015,12:00:00,19.95,2.13
8/29/2014,3:00:00,7.192,7.381,997.75,2.485,,8/29/2014,3:00:00,2.343,100,,1/15/2015,0:00:00,19.95,2.11
8/29/2014,4:00:00,7.167,7.381,997.65,2.482,,8/29/2014,4:00:00,2.77,100,,1/15/2015,12:00:00,19.95,2.08
8/29/2014,5:00:00,7.066,7.28,997.55,2.483,,8/29/2014,5:00:00,3.036,100,,1/16/2015,0:00:00,19.95,2.1
8/29/2014,6:00:00,6.965,7.179,997.25,2.483,,8/29/2014,6:00:00,2.61,100,,1/16/2015,12:00:00,20.73,2.1
8/29/2014,7:00:00,7.041,7.179,996.95,2.483,,8/29/2014,7:00:00,2.717,100,,1/17/2015,0:00:00,20.73,2.07
8/29/2014,8:00:00,7.015,7.179,996.55,2.483,,8/29/2014,8:00:00,2.956,100,,1/17/2015,12:00:00,20.73,2.08
8/29/2014,9:00:00,6.889,7.079,996.35,2.484,,8/29/2014,9:00:00,3.195,100,,1/18/2015,0:00:00,21.12,2.07
8/29/2014,10:00:00,6.636,6.775,995.95,2.487,,8/29/2014,10:00:00,3.459,100,,1/18/2015,12:00:00,21.12,2.08
8/29/2014,11:00:00,6.433,6.573,995.75,2.486,,8/29/2014,11:00:00,3.38,100,,1/19/2015,0:00:00,21.12,2.07
8/29/2014,12:00:00,6.153,6.268,995.75,2.489,,8/29/2014,12:00:00,3.958,100,,1/19/2015,12:00:00,21.12,2.06
8/29/2014,13:00:00,6.484,6.573,996.15,2.495,,8/29/2014,13:00:00,3.248,100,,1/20/2015,0:00:00,21.12,2.04
8/29/2014,14:00:00,6.56,6.674,996.65,2.484,,8/29/2014,14:00:00,3.617,100,,1/20/2015,12:00:00,21.51,2.04
8/29/2014,15:00:00,6.864,6.978,997.05,2.488,,8/29/2014,15:00:00,4.688,100,,1/21/2015,0:00:00,21.51,2.06
8/29/2014,16:00:00,7.066,7.179,997.35,2.485,,8/29/2014,16:00:00,3.775,100,,1/21/2015,12:00:00,21.51,2.04
8/29/2014,17:00:00,6.965,7.079,997.45,2.484,,8/29/2014,17:00:00,3.564,100,,1/22/2015,0:00:00,21.9,2.06
8/29/2014,18:00:00,6.99,7.079,997.55,2.485,,8/29/2014,18:00:00,3.749,100,,1/22/2015,12:00:00,21.9,2.04
8/29/2014,19:00:00,6.889,7.079,997.65,2.487,,8/29/2014,19:00:00,2.53,100,,1/23/2015,0:00:00,21.9,2.03
8/29/2014,20:00:00,6.839,6.978,997.75,2.488,,8/29/2014,20:00:00,3.459,100,,1/23/2015,12:00:00,21.9,2.01
8/29/2014,21:00:00,6.839,6.978,997.55,2.483,,8/29/2014,21:00:00,3.168,100,,1/24/2015,0:00:00,22.68,2.03
8/29/2014,22:00:00,6.788,6.877,997.45,2.484,,8/29/2014,22:00:00,2.664,100,,1/24/2015,12:00:00,22.68,2.01
8/29/2014,23:00:00,6.687,6.877,997.45,2.484,,8/29/2014,23:00:00,2.77,100,,1/25/2015,0:00:00,21.9,2.01
8/30/2014,0:00:00,6.585,6.674,997.45,2.484,,8/30/2014,0:00:00,2.477,100,,1/25/2015,12:00:00,21.9,2
8/30/2014,1:00:00,6.509,6.674,997.35,2.488,,8/30/2014,1:00:00,2.983,100,,1/26/2015,0:00:00,22.29,2
8/30/2014,2:00:00,6.077,6.166,997.35,2.485,,8/30/2014,2:00:00,2.797,100,,1/26/2015,12:00:00,22.29,2
8/30/2014,3:00:00,5.924,6.064,997.45,2.485,,8/30/2014,3:00:00,2.155,100,,1/27/2015,0:00:00,21.9,1.98
8/30/2014,4:00:00,5.205,5.45,997.55,2.484,,8/30/2014,4:00:00,1.94,100,,1/27/2015,12:00:00,22.29,1.97
8/30/2014,5:00:00,5.514,5.757,997.55,2.487,,8/30/2014,5:00:00,1.805,100,,1/28/2015,0:00:00,22.29,1.97
8/30/2014,6:00:00,5.693,5.86,997.65,2.486,,8/30/2014,6:00:00,1.805,100,,1/28/2015,12:00:00,22.29,1.97
8/30/2014,7:00:00,5.745,5.86,997.45,2.487,,8/30/2014,7:00:00,2.128,100,,1/29/2015,0:00:00,22.68,1.94
8/30/2014,8:00:00,5.539,5.757,997.55,2.486,,8/30/2014,8:00:00,1.371,100,,1/29/2015,12:00:00,22.68,1.94
8/30/2014,9:00:00,5.642,5.757,997.55,2.487,,8/30/2014,9:00:00,1.235,100,,1/30/2015,0:00:00,22.68,1.97
8/30/2014,10:00:00,5.334,5.244,997.55,2.485,,8/30/2014,10:00:00,2.53,100,,1/30/2015,12:00:00,23.07,1.94
8/30/2014,11:00:00,5.257,5.347,997.45,2.486,,8/30/2014,11:00:00,2.343,100,,1/31/2015,0:00:00,23.07,1.94
8/30/2014,12:00:00,5.411,5.45,997.25,2.487,,8/30/2014,12:00:00,3.036,100,,1/31/2015,12:00:00,22.68,1.94
8/30/2014,13:00:00,5.514,5.655,997.05,2.484,,8/30/2014,13:00:00,3.195,100,,2/1/2015,0:00:00,23.46,1.91
8/30/2014,14:00:00,5.565,5.655,996.85,2.484,,8/30/2014,14:00:00,3.485,100,,2/1/2015,12:00:00,23.46,1.96
8/30/2014,15:00:00,5.282,5.347,996.45,2.488,,8/30/2014,15:00:00,3.591,100,,2/2/2015,0:00:00,23.85,1.93
8/30/2014,16:00:00,5.642,5.757,996.35,2.486,,8/30/2014,16:00:00,3.775,100,,2/2/2015,12:00:00,23.85,1.9
8/30/2014,17:00:00,5.77,5.86,996.15,2.485,,8/30/2014,17:00:00,3.749,100,,2/3/2015,0:00:00,24.24,1.9
8/30/2014,18:00:00,5.179,5.552,995.95,2.487,,8/30/2014,18:00:00,3.195,100,,2/3/2015,12:00:00,23.85,1.9
8/30/2014,19:00:00,5.36,5.655,995.95,2.485,,8/30/2014,19:00:00,3.67,100,,2/4/2015,0:00:00,24.24,1.91
8/30/2014,20:00:00,5.591,5.757,995.85,2.486,,8/30/2014,20:00:00,3.827,100,,2/4/2015,12:00:00,24.24,1.86
8/30/2014,21:00:00,5.411,5.757,995.85,2.486,,8/30/2014,21:00:00,3.696,100,,2/5/2015,0:00:00,24.63,1.86
8/30/2014,22:00:00,5.924,5.962,995.95,2.485,,8/30/2014,22:00:00,3.301,100,,2/5/2015,12:00:00,24.25,1.84
8/30/2014,23:00:00,5.847,6.064,996.05,2.486,,8/30/2014,23:00:00,3.089,100,,2/6/2015,0:00:00,24.63,1.86
8/31/2014,0:00:00,5.282,5.552,996.25,2.485,,8/31/2014,0:00:00,2.45,100,,2/6/2015,12:00:00,24.64,1.84
8/31/2014,1:00:00,5.488,5.757,996.45,2.49,,8/31/2014,1:00:00,2.61,100,,2/7/2015,0:00:00,25.03,1.82
8/31/2014,2:00:00,5.462,5.757,996.75,2.487,,8/31/2014,2:00:00,2.423,100,,2/7/2015,12:00:00,25.03,1.83
8/31/2014,3:00:00,5.308,5.552,996.95,2.487,,8/31/2014,3:00:00,2.236,100,,2/8/2015,0:00:00,25.03,1.79
8/31/2014,4:00:00,5.154,5.45,996.95,2.487,,8/31/2014,4:00:00,2.021,100,,2/8/2015,12:00:00,25.81,1.79
8/31/2014,5:00:00,4.999,5.244,996.75,2.485,,8/31/2014,5:00:00,2.047,100,,2/9/2015,0:00:00,25.42,1.79
8/31/2014,6:00:00,4.869,5.037,996.45,2.485,,8/31/2014,6:00:00,2.289,100,,2/9/2015,12:00:00,25.81,1.82
8/31/2014,7:00:00,4.792,4.934,996.15,2.489,,8/31/2014,7:00:00,2.477,100,,2/10/2015,0:00:00,25.81,1.79
8/31/2014,8:00:00,4.766,4.831,995.65,2.487,,8/31/2014,8:00:00,2.316,100,,2/10/2015,12:00:00,25.81,1.79
8/31/2014,9:00:00,4.636,4.727,995.15,2.481,,8/31/2014,9:00:00,2.209,100,,2/11/2015,0:00:00,26.2,1.8
8/31/2014,10:00:00,4.662,4.831,994.85,2.485,,8/31/2014,10:00:00,2.61,100,,2/11/2015,12:00:00,26.2,1.79
8/31/2014,11:00:00,4.792,4.831,994.65,2.505,,8/31/2014,11:00:00,3.722,100,,2/12/2015,0:00:00,26.59,1.82
8/31/2014,12:00:00,4.532,4.623,994.65,2.487,,8/31/2014,12:00:00,3.932,100,,2/12/2015,12:00:00,26.59,1.79
8/31/2014,13:00:00,4.584,4.727,994.85,2.484,,8/31/2014,13:00:00,3.722,100,,2/13/2015,0:00:00,26.59,1.8
8/31/2014,14:00:00,4.454,4.519,994.85,2.489,,8/31/2014,14:00:00,4.063,100,,2/13/2015,12:00:00,26.59,1.79
8/31/2014,15:00:00,4.895,5.037,994.75,2.488,,8/31/2014,15:00:00,4.74,100,,2/14/2015,0:00:00,27.37,1.77
8/31/2014,16:00:00,4.973,5.037,993.95,2.478,,8/31/2014,16:00:00,4.636,100,,2/14/2015,12:00:00,27.37,1.76
8/31/2014,17:00:00,4.869,5.037,994.05,2.502,,8/31/2014,17:00:00,4.766,100,,2/15/2015,0:00:00,27.37,1.79
8/31/2014,18:00:00,4.714,4.934,993.85,2.504,,8/31/2014,18:00:00,4.506,100,,2/15/2015,12:00:00,27.76,1.82
8/31/2014,19:00:00,4.895,5.037,993.95,2.488,,8/31/2014,19:00:00,4.272,100,,2/16/2015,0:00:00,26.98,1.73
8/31/2014,20:00:00,4.921,5.141,993.95,2.483,,8/31/2014,20:00:00,3.985,100,,2/16/2015,12:00:00,27.76,1.72
8/31/2014,21:00:00,4.818,5.141,993.85,2.482,,8/31/2014,21:00:00,3.906,100,,2/17/2015,0:00:00,27.76,1.7
8/31/2014,22:00:00,4.74,5.037,993.65,2.479,,8/31/2014,22:00:00,3.38,100,,2/17/2015,12:00:00,35.18,1.69
8/31/2014,23:00:00,4.844,5.244,993.55,2.484,,8/31/2014,23:00:00,3.142,100,,2/18/2015,0:00:00,32.84,1.69
9/1/2014,0:00:00,4.662,5.141,993.25,2.482,,9/1/2014,0:00:00,2.93,100,,2/18/2015,12:00:00,28.93,1.67
9/1/2014,1:00:00,4.714,5.141,993.15,2.484,,9/1/2014,1:00:00,2.69,100,,2/19/2015,0:00:00,29.32,1.69
9/1/2014,2:00:00,4.766,5.141,992.95,2.483,,9/1/2014,2:00:00,2.557,100,,2/19/2015,12:00:00,29.32,1.66
9/1/2014,3:00:00,4.688,5.141,992.75,2.487,,9/1/2014,3:00:00,2.717,100,,2/20/2015,0:00:00,29.32,1.67
9/1/2014,4:00:00,4.662,5.141,992.65,2.483,,9/1/2014,4:00:00,2.423,100,,2/20/2015,12:00:00,29.33,1.65
9/1/2014,5:00:00,4.61,5.244,992.65,2.483,,9/1/2014,5:00:00,1.913,100,,2/21/2015,0:00:00,29.33,1.63
9/1/2014,6:00:00,4.532,5.244,992.75,2.485,,9/1/2014,6:00:00,1.643,100,,2/21/2015,12:00:00,29.33,1.65
9/1/2014,7:00:00,4.402,5.141,992.85,2.484,,9/1/2014,7:00:00,1.724,100,,2/22/2015,0:00:00,29.72,1.63
9/1/2014,8:00:00,4.376,5.037,992.85,2.487,,9/1/2014,8:00:00,1.859,100,,2/22/2015,12:00:00,29.72,1.63
9/1/2014,9:00:00,4.376,4.934,992.75,2.488,,9/1/2014,9:00:00,2.289,100,,2/23/2015,0:00:00,30.5,1.62
9/1/2014,10:00:00,4.402,4.934,992.85,2.492,,9/1/2014,10:00:00,2.37,100,,2/23/2015,12:00:00,30.5,1.69
9/1/2014,11:00:00,4.428,4.934,993.05,2.487,,9/1/2014,11:00:00,2.664,100,,2/24/2015,0:00:00,30.5,1.65
