Date,"Time, ADT",TempC(-30cm),TempC(-250cm),"Water Level, m"
5/29/2012,7:00:00,0.412,2.943,2.713
5/29/2012,8:00:00,0.412,2.943,2.714
5/29/2012,9:00:00,0.412,3.049,2.711
5/29/2012,10:00:00,0.439,3.049,2.711
5/29/2012,11:00:00,0.467,3.049,2.711
5/29/2012,12:00:00,0.467,3.049,2.714
5/29/2012,13:00:00,0.467,3.049,2.711
5/29/2012,14:00:00,0.522,3.049,2.71
5/29/2012,15:00:00,0.495,3.049,2.711
5/29/2012,16:00:00,0.522,3.049,2.711
5/29/2012,17:00:00,0.522,3.049,2.709
5/29/2012,18:00:00,0.495,3.049,2.711
5/29/2012,19:00:00,0.467,3.049,2.71
5/29/2012,20:00:00,0.467,3.049,2.711
5/29/2012,21:00:00,0.495,3.049,2.709
5/29/2012,22:00:00,0.522,3.049,2.713
5/29/2012,23:00:00,0.467,3.049,2.709
5/30/2012,0:00:00,0.439,3.049,2.71
5/30/2012,1:00:00,0.412,3.049,2.709
5/30/2012,2:00:00,0.384,3.049,2.709
5/30/2012,3:00:00,0.384,3.049,2.707
5/30/2012,4:00:00,0.384,3.049,2.708
5/30/2012,5:00:00,0.329,3.049,2.707
5/30/2012,6:00:00,0.329,3.049,2.709
5/30/2012,7:00:00,0.329,3.049,2.709
5/30/2012,8:00:00,0.301,3.049,2.714
5/30/2012,9:00:00,0.301,3.049,2.716
5/30/2012,10:00:00,0.301,3.049,2.713
5/30/2012,11:00:00,0.301,3.049,2.718
5/30/2012,12:00:00,0.301,3.049,2.716
5/30/2012,13:00:00,0.329,3.049,2.718
5/30/2012,14:00:00,0.329,3.049,2.721
5/30/2012,15:00:00,0.329,3.155,2.719
5/30/2012,16:00:00,0.412,3.155,2.719
5/30/2012,17:00:00,0.412,3.155,2.722
5/30/2012,18:00:00,0.384,3.155,2.718
5/30/2012,19:00:00,0.384,3.155,2.718
5/30/2012,20:00:00,0.356,3.155,2.717
5/30/2012,21:00:00,0.329,3.155,2.72
5/30/2012,22:00:00,0.301,3.155,2.718
5/30/2012,23:00:00,0.301,3.155,2.719
5/31/2012,0:00:00,0.301,3.155,2.722
5/31/2012,1:00:00,0.301,3.155,2.718
5/31/2012,2:00:00,0.273,3.155,2.72
5/31/2012,3:00:00,0.273,3.155,2.721
5/31/2012,4:00:00,0.246,3.155,2.719
5/31/2012,5:00:00,0.273,3.155,2.721
5/31/2012,6:00:00,0.301,3.155,2.718
5/31/2012,7:00:00,0.273,3.155,2.72
5/31/2012,8:00:00,0.273,3.155,2.721
5/31/2012,9:00:00,0.273,3.155,2.721
5/31/2012,10:00:00,0.301,3.155,2.722
5/31/2012,11:00:00,0.301,3.155,2.723
5/31/2012,12:00:00,0.329,3.155,2.721
5/31/2012,13:00:00,0.329,3.261,2.722
5/31/2012,14:00:00,0.329,3.261,2.723
5/31/2012,15:00:00,0.329,3.261,2.724
5/31/2012,16:00:00,0.329,3.261,2.726
5/31/2012,17:00:00,0.356,3.261,2.724
5/31/2012,18:00:00,0.329,3.261,2.722
5/31/2012,19:00:00,0.329,3.261,2.722
5/31/2012,20:00:00,0.329,3.261,2.722
5/31/2012,21:00:00,0.301,3.261,2.722
5/31/2012,22:00:00,0.301,3.261,2.719
5/31/2012,23:00:00,0.301,3.261,2.722
6/1/2012,0:00:00,0.273,3.261,2.723
6/1/2012,1:00:00,0.273,3.261,2.723
6/1/2012,2:00:00,0.246,3.261,2.723
6/1/2012,3:00:00,0.273,3.261,2.72
6/1/2012,4:00:00,0.273,3.261,2.722
6/1/2012,5:00:00,0.246,3.261,2.721
6/1/2012,6:00:00,0.218,3.261,2.72
6/1/2012,7:00:00,0.246,3.261,2.724
6/1/2012,8:00:00,0.246,3.261,2.723
6/1/2012,9:00:00,0.246,3.261,2.722
6/1/2012,10:00:00,0.273,3.261,2.723
6/1/2012,11:00:00,0.301,3.367,2.725
6/1/2012,12:00:00,0.301,3.367,2.723
6/1/2012,13:00:00,0.301,3.367,2.724
6/1/2012,14:00:00,0.301,3.367,2.723
6/1/2012,15:00:00,0.301,3.367,2.724
6/1/2012,16:00:00,0.301,3.367,2.722
6/1/2012,17:00:00,0.301,3.367,2.724
6/1/2012,18:00:00,0.301,3.367,2.723
6/1/2012,19:00:00,0.273,3.367,2.725
6/1/2012,20:00:00,0.301,3.367,2.724
6/1/2012,21:00:00,0.273,3.367,2.724
6/1/2012,22:00:00,0.273,3.367,2.723
6/1/2012,23:00:00,0.273,3.367,2.724
6/2/2012,0:00:00,0.246,3.367,2.723
6/2/2012,1:00:00,0.246,3.367,2.723
6/2/2012,2:00:00,0.246,3.367,2.725
6/2/2012,3:00:00,0.218,3.367,2.726
6/2/2012,4:00:00,0.218,3.367,2.724
6/2/2012,5:00:00,0.246,3.367,2.724
6/2/2012,6:00:00,0.246,3.367,2.725
6/2/2012,7:00:00,0.246,3.367,2.722
6/2/2012,8:00:00,0.246,3.367,2.724
6/2/2012,9:00:00,0.218,3.367,2.727
6/2/2012,10:00:00,0.246,3.367,2.723
6/2/2012,11:00:00,0.273,3.472,2.725
6/2/2012,12:00:00,0.273,3.472,2.726
6/2/2012,13:00:00,0.301,3.472,2.724
6/2/2012,14:00:00,0.329,3.472,2.725
6/2/2012,15:00:00,0.301,3.578,2.727
6/2/2012,16:00:00,0.329,3.578,2.727
6/2/2012,17:00:00,0.301,3.578,2.725
6/2/2012,18:00:00,0.301,3.578,2.725
6/2/2012,19:00:00,0.246,3.578,2.726
6/2/2012,20:00:00,0.246,3.578,2.723
6/2/2012,21:00:00,0.218,3.578,2.723
6/2/2012,22:00:00,0.218,3.578,2.726
6/2/2012,23:00:00,0.19,3.578,2.724
6/3/2012,0:00:00,0.19,3.578,2.725
6/3/2012,1:00:00,0.19,3.578,2.724
6/3/2012,2:00:00,0.19,3.578,2.724
6/3/2012,3:00:00,0.19,3.578,2.723
6/3/2012,4:00:00,0.19,3.578,2.723
6/3/2012,5:00:00,0.19,3.578,2.723
6/3/2012,6:00:00,0.19,3.578,2.724
6/3/2012,7:00:00,0.19,3.578,2.723
6/3/2012,8:00:00,0.19,3.578,2.723
6/3/2012,9:00:00,0.218,3.578,2.722
6/3/2012,10:00:00,0.218,3.578,2.723
6/3/2012,11:00:00,0.218,3.578,2.722
6/3/2012,12:00:00,0.218,3.578,2.72
6/3/2012,13:00:00,0.246,3.578,2.721
6/3/2012,14:00:00,0.246,3.683,2.721
6/3/2012,15:00:00,0.273,3.683,2.722
6/3/2012,16:00:00,0.246,3.683,2.724
6/3/2012,17:00:00,0.246,3.683,2.721
6/3/2012,18:00:00,0.246,3.683,2.718
6/3/2012,19:00:00,0.218,3.683,2.716
6/3/2012,20:00:00,0.218,3.683,2.719
6/3/2012,21:00:00,0.19,3.683,2.719
6/3/2012,22:00:00,0.19,3.683,2.718
6/3/2012,23:00:00,0.19,3.683,2.718
6/4/2012,0:00:00,0.163,3.683,2.72
6/4/2012,1:00:00,0.163,3.683,2.717
6/4/2012,2:00:00,0.163,3.683,2.718
6/4/2012,3:00:00,0.163,3.683,2.716
6/4/2012,4:00:00,0.163,3.683,2.716
6/4/2012,5:00:00,0.163,3.683,2.716
6/4/2012,6:00:00,0.163,3.683,2.716
6/4/2012,7:00:00,0.19,3.683,2.717
6/4/2012,8:00:00,0.218,3.683,2.717
6/4/2012,9:00:00,0.218,3.683,2.716
6/4/2012,10:00:00,0.218,3.683,2.715
6/4/2012,11:00:00,0.273,3.683,2.716
6/4/2012,12:00:00,0.246,3.788,2.719
6/4/2012,13:00:00,0.273,3.788,2.718
6/4/2012,14:00:00,0.301,3.788,2.716
6/4/2012,15:00:00,0.273,3.893,2.714
6/4/2012,16:00:00,0.301,3.893,2.714
6/4/2012,17:00:00,0.273,3.893,2.718
6/4/2012,18:00:00,0.218,3.998,2.713
6/4/2012,19:00:00,0.218,3.998,2.713
6/4/2012,20:00:00,0.218,3.998,2.717
6/4/2012,21:00:00,0.19,3.998,2.712
6/4/2012,22:00:00,0.19,3.998,2.714
6/4/2012,23:00:00,0.163,3.998,2.714
6/5/2012,0:00:00,0.163,3.998,2.713
6/5/2012,1:00:00,0.163,3.998,2.714
6/5/2012,2:00:00,0.135,3.998,2.713
6/5/2012,3:00:00,0.135,3.893,2.709
6/5/2012,4:00:00,0.163,3.893,2.716
6/5/2012,5:00:00,0.135,3.893,2.71
6/5/2012,6:00:00,0.163,3.893,2.707
6/5/2012,7:00:00,0.135,3.893,2.714
6/5/2012,8:00:00,0.218,3.893,2.713
6/5/2012,9:00:00,0.163,3.893,2.706
6/5/2012,10:00:00,0.163,3.893,2.702
6/5/2012,11:00:00,0.163,3.998,2.716
6/5/2012,12:00:00,0.163,3.998,2.713
6/5/2012,13:00:00,0.246,3.998,2.712
6/5/2012,14:00:00,0.218,4.102,2.714
6/5/2012,15:00:00,0.218,4.102,2.71
6/5/2012,16:00:00,0.218,4.102,2.709
6/5/2012,17:00:00,0.218,4.102,2.707
6/5/2012,18:00:00,0.19,4.102,2.708
6/5/2012,19:00:00,0.19,4.102,2.709
6/5/2012,20:00:00,0.19,4.207,2.71
6/5/2012,21:00:00,0.163,4.207,2.714
6/5/2012,22:00:00,0.135,4.102,2.71
6/5/2012,23:00:00,0.135,4.102,2.71
6/6/2012,0:00:00,0.135,4.102,2.712
6/6/2012,1:00:00,0.135,4.102,2.706
6/6/2012,2:00:00,0.135,4.102,2.706
6/6/2012,3:00:00,0.107,4.102,2.707
6/6/2012,4:00:00,0.135,4.102,2.71
6/6/2012,5:00:00,0.135,4.102,2.708
6/6/2012,6:00:00,0.135,4.102,2.709
6/6/2012,7:00:00,0.135,4.102,2.709
6/6/2012,8:00:00,0.163,4.102,2.706
6/6/2012,9:00:00,0.163,4.102,2.71
6/6/2012,10:00:00,0.163,4.102,2.709
6/6/2012,11:00:00,0.19,4.102,2.707
6/6/2012,12:00:00,0.19,4.102,2.708
6/6/2012,13:00:00,0.19,4.207,2.706
6/6/2012,14:00:00,0.19,4.207,2.706
6/6/2012,15:00:00,0.19,4.207,2.707
6/6/2012,16:00:00,0.19,4.207,2.706
6/6/2012,17:00:00,0.218,4.207,2.706
6/6/2012,18:00:00,0.19,4.207,2.706
6/6/2012,19:00:00,0.19,4.311,2.704
6/6/2012,20:00:00,0.163,4.311,2.701
6/6/2012,21:00:00,0.163,4.311,2.701
6/6/2012,22:00:00,0.163,4.311,2.706
6/6/2012,23:00:00,0.163,4.311,2.704
6/7/2012,0:00:00,0.135,4.311,2.703
6/7/2012,1:00:00,0.163,4.311,2.704
6/7/2012,2:00:00,0.163,4.311,2.702
6/7/2012,3:00:00,0.135,4.311,2.702
6/7/2012,4:00:00,0.163,4.207,2.698
6/7/2012,5:00:00,0.163,4.207,2.701
6/7/2012,6:00:00,0.163,4.207,2.699
6/7/2012,7:00:00,0.163,4.207,2.702
6/7/2012,8:00:00,0.163,4.207,2.7
6/7/2012,9:00:00,0.163,4.207,2.701
6/7/2012,10:00:00,0.19,4.311,2.699
6/7/2012,11:00:00,0.19,4.311,2.697
6/7/2012,12:00:00,0.246,4.311,2.7
6/7/2012,13:00:00,0.246,4.311,2.699
6/7/2012,14:00:00,0.246,4.311,2.698
6/7/2012,15:00:00,0.246,4.311,2.699
6/7/2012,16:00:00,0.218,4.311,2.699
6/7/2012,17:00:00,0.218,4.415,2.699
6/7/2012,18:00:00,0.19,4.415,2.697
6/7/2012,19:00:00,0.19,4.415,2.698
6/7/2012,20:00:00,0.19,4.415,2.7
6/7/2012,21:00:00,0.163,4.415,2.698
6/7/2012,22:00:00,0.163,4.415,2.698
6/7/2012,23:00:00,0.163,4.415,2.698
6/8/2012,0:00:00,0.163,4.415,2.698
6/8/2012,1:00:00,0.163,4.311,2.698
6/8/2012,2:00:00,0.163,4.311,2.698
6/8/2012,3:00:00,0.163,4.311,2.698
6/8/2012,4:00:00,0.163,4.311,2.694
6/8/2012,5:00:00,0.135,4.311,2.696
6/8/2012,6:00:00,0.135,4.311,2.699
6/8/2012,7:00:00,0.163,4.311,2.694
6/8/2012,8:00:00,0.163,4.311,2.694
6/8/2012,9:00:00,0.163,4.311,2.694
6/8/2012,10:00:00,0.218,4.311,2.696
6/8/2012,11:00:00,0.19,4.311,2.693
6/8/2012,12:00:00,0.19,4.311,2.691
6/8/2012,13:00:00,0.218,4.415,2.696
6/8/2012,14:00:00,0.218,4.415,2.694
6/8/2012,15:00:00,0.218,4.415,2.692
6/8/2012,16:00:00,0.218,4.415,2.693
6/8/2012,17:00:00,0.218,4.519,2.694
6/8/2012,18:00:00,0.218,4.519,2.692
6/8/2012,19:00:00,0.19,4.519,2.691
6/8/2012,20:00:00,0.19,4.519,2.694
6/8/2012,21:00:00,0.19,4.519,2.693
6/8/2012,22:00:00,0.163,4.519,2.697
6/8/2012,23:00:00,0.163,4.519,2.695
6/9/2012,0:00:00,0.163,4.519,2.693
6/9/2012,1:00:00,0.135,4.519,2.696
6/9/2012,2:00:00,0.135,4.519,2.692
6/9/2012,3:00:00,0.107,4.519,2.691
6/9/2012,4:00:00,0.107,4.415,2.693
6/9/2012,5:00:00,0.163,4.415,2.694
6/9/2012,6:00:00,0.19,4.415,2.69
6/9/2012,7:00:00,0.19,4.415,2.688
6/9/2012,8:00:00,0.135,4.415,2.691
6/9/2012,9:00:00,0.163,4.415,2.69
6/9/2012,10:00:00,0.163,4.415,2.691
6/9/2012,11:00:00,0.135,4.519,2.689
6/9/2012,12:00:00,0.19,4.519,2.691
6/9/2012,13:00:00,0.218,4.519,2.686
6/9/2012,14:00:00,0.273,4.519,2.691
6/9/2012,15:00:00,0.246,4.623,2.692
6/9/2012,16:00:00,0.246,4.727,2.69
6/9/2012,17:00:00,0.246,4.727,2.69
6/9/2012,18:00:00,0.218,4.727,2.689
6/9/2012,19:00:00,0.246,4.727,2.688
6/9/2012,20:00:00,0.218,4.831,2.692
6/9/2012,21:00:00,0.19,4.831,2.686
6/9/2012,22:00:00,0.19,4.831,2.69
6/9/2012,23:00:00,0.163,4.831,2.69
6/10/2012,0:00:00,0.163,4.831,2.688
6/10/2012,1:00:00,0.163,4.727,2.69
6/10/2012,2:00:00,0.135,4.727,2.688
6/10/2012,3:00:00,0.163,4.727,2.688
6/10/2012,4:00:00,0.135,4.727,2.691
6/10/2012,5:00:00,0.163,4.727,2.689
6/10/2012,6:00:00,0.163,4.727,2.688
6/10/2012,7:00:00,0.135,4.727,2.689
6/10/2012,8:00:00,0.163,4.727,2.686
6/10/2012,9:00:00,0.19,4.727,2.687
6/10/2012,10:00:00,0.218,4.727,2.685
6/10/2012,11:00:00,0.218,4.727,2.686
6/10/2012,12:00:00,0.246,4.831,2.69
6/10/2012,13:00:00,0.273,4.831,2.687
6/10/2012,14:00:00,0.273,4.831,2.688
6/10/2012,15:00:00,0.329,4.934,2.687
6/10/2012,16:00:00,0.301,4.934,2.69
6/10/2012,17:00:00,0.301,4.934,2.687
6/10/2012,18:00:00,0.273,4.934,2.688
6/10/2012,19:00:00,0.273,4.934,2.687
6/10/2012,20:00:00,0.246,4.934,2.686
6/10/2012,21:00:00,0.246,4.934,2.684
6/10/2012,22:00:00,0.246,4.934,2.688
6/10/2012,23:00:00,0.246,4.934,2.689
6/11/2012,0:00:00,0.273,4.831,2.687
6/11/2012,1:00:00,0.246,4.831,2.688
6/11/2012,2:00:00,0.246,4.831,2.687
6/11/2012,3:00:00,0.246,4.831,2.688
6/11/2012,4:00:00,0.246,4.831,2.687
6/11/2012,5:00:00,0.246,4.727,2.685
6/11/2012,6:00:00,0.273,4.727,2.687
6/11/2012,7:00:00,0.273,4.727,2.688
6/11/2012,8:00:00,0.273,4.727,2.688
6/11/2012,9:00:00,0.301,4.727,2.687
6/11/2012,10:00:00,0.384,4.727,2.689
6/11/2012,11:00:00,0.384,4.727,2.691
6/11/2012,12:00:00,0.384,4.727,2.69
6/11/2012,13:00:00,0.66,4.831,2.674
6/11/2012,14:00:00,0.577,4.727,2.674
6/11/2012,15:00:00,0.687,4.727,2.672
6/11/2012,16:00:00,0.797,4.727,2.671
6/11/2012,17:00:00,0.632,4.727,2.664
6/11/2012,18:00:00,0.66,4.727,2.664
6/11/2012,19:00:00,0.715,4.727,2.666
6/11/2012,20:00:00,0.632,4.727,2.666
6/11/2012,21:00:00,0.605,4.727,2.665
6/11/2012,22:00:00,0.66,4.623,2.665
6/11/2012,23:00:00,0.66,4.623,2.665
6/12/2012,0:00:00,0.632,4.623,2.664
6/12/2012,1:00:00,0.687,4.623,2.666
6/12/2012,2:00:00,0.632,4.623,2.665
6/12/2012,3:00:00,0.687,4.519,2.665
6/12/2012,4:00:00,0.605,4.519,2.664
6/12/2012,5:00:00,0.605,4.519,2.665
6/12/2012,6:00:00,0.605,4.519,2.663
6/12/2012,7:00:00,0.55,4.519,2.665
6/12/2012,8:00:00,0.605,4.519,2.663
6/12/2012,9:00:00,0.605,4.519,2.664
6/12/2012,10:00:00,0.605,4.519,2.661
6/12/2012,11:00:00,0.66,4.519,2.666
6/12/2012,12:00:00,0.632,4.519,2.665
6/12/2012,13:00:00,0.687,4.519,2.661
6/12/2012,14:00:00,0.715,4.519,2.662
6/12/2012,15:00:00,0.715,4.519,2.656
6/12/2012,16:00:00,0.687,4.519,2.659
6/12/2012,17:00:00,0.687,4.519,2.663
6/12/2012,18:00:00,0.742,4.623,2.661
6/12/2012,19:00:00,0.742,4.623,2.661
6/12/2012,20:00:00,0.77,4.623,2.657
6/12/2012,21:00:00,0.907,4.623,2.659
6/12/2012,22:00:00,0.852,4.623,2.657
6/12/2012,23:00:00,0.88,4.623,2.66
6/13/2012,0:00:00,0.934,4.623,2.657
6/13/2012,1:00:00,0.907,4.623,2.657
6/13/2012,2:00:00,0.88,4.623,2.659
6/13/2012,3:00:00,0.962,4.623,2.656
6/13/2012,4:00:00,0.88,4.623,2.658
6/13/2012,5:00:00,0.797,4.623,2.653
6/13/2012,6:00:00,0.715,4.623,2.656
6/13/2012,7:00:00,0.687,4.519,2.655
6/13/2012,8:00:00,0.66,4.519,2.657
6/13/2012,9:00:00,0.66,4.519,2.656
6/13/2012,10:00:00,0.687,4.519,2.654
6/13/2012,11:00:00,0.825,4.519,2.656
6/13/2012,12:00:00,0.825,4.519,2.658
6/13/2012,13:00:00,0.934,4.519,2.657
6/13/2012,14:00:00,0.852,4.519,2.658
6/13/2012,15:00:00,0.962,4.623,2.656
6/13/2012,16:00:00,0.934,4.623,2.659
6/13/2012,17:00:00,1.071,4.623,2.654
6/13/2012,18:00:00,1.017,4.623,2.654
6/13/2012,19:00:00,1.153,4.623,2.655
6/13/2012,20:00:00,1.153,4.623,2.654
6/13/2012,21:00:00,1.18,4.623,2.653
6/13/2012,22:00:00,1.099,4.623,2.655
6/13/2012,23:00:00,1.153,4.623,2.656
6/14/2012,0:00:00,1.099,4.623,2.651
6/14/2012,1:00:00,1.208,4.623,2.651
6/14/2012,2:00:00,1.235,4.623,2.653
6/14/2012,3:00:00,1.289,4.623,2.652
6/14/2012,4:00:00,1.208,4.623,2.653
6/14/2012,5:00:00,1.235,4.623,2.653
6/14/2012,6:00:00,1.235,4.519,2.652
6/14/2012,7:00:00,1.071,4.519,2.65
6/14/2012,8:00:00,1.071,4.519,2.654
6/14/2012,9:00:00,1.017,4.519,2.654
6/14/2012,10:00:00,1.18,4.519,2.654
6/14/2012,11:00:00,1.18,4.519,2.657
6/14/2012,12:00:00,1.344,4.519,2.655
6/14/2012,13:00:00,1.534,4.519,2.656
6/14/2012,14:00:00,1.561,4.519,2.653
6/14/2012,15:00:00,1.561,4.623,2.651
6/14/2012,16:00:00,1.534,4.623,2.651
6/14/2012,17:00:00,1.561,4.623,2.651
6/14/2012,18:00:00,1.507,4.727,2.651
6/14/2012,19:00:00,1.398,4.727,2.652
6/14/2012,20:00:00,1.425,4.727,2.653
6/14/2012,21:00:00,1.534,4.727,2.653
6/14/2012,22:00:00,1.561,4.727,2.649
6/14/2012,23:00:00,1.453,4.727,2.652
6/15/2012,0:00:00,1.453,4.831,2.647
6/15/2012,1:00:00,1.534,4.831,2.647
6/15/2012,2:00:00,1.643,4.727,2.647
6/15/2012,3:00:00,1.67,4.727,2.648
6/15/2012,4:00:00,1.453,4.727,2.648
6/15/2012,5:00:00,1.48,4.727,2.648
6/15/2012,6:00:00,1.615,4.727,2.645
6/15/2012,7:00:00,1.724,4.727,2.649
6/15/2012,8:00:00,1.697,4.727,2.648
6/15/2012,9:00:00,1.832,4.727,2.649
6/15/2012,10:00:00,1.859,4.831,2.644
6/15/2012,11:00:00,0.88,4.727,2.643
6/15/2012,12:00:00,1.317,4.727,2.647
6/15/2012,13:00:00,1.425,4.727,2.644
6/15/2012,14:00:00,1.859,4.831,2.647
6/15/2012,15:00:00,2.45,4.831,2.651
6/15/2012,16:00:00,2.343,4.831,2.652
6/15/2012,17:00:00,2.209,4.831,2.653
6/15/2012,18:00:00,2.289,4.831,2.651
6/15/2012,19:00:00,2.101,4.831,2.651
6/15/2012,20:00:00,2.182,4.934,2.648
6/15/2012,21:00:00,2.316,4.934,2.642
6/15/2012,22:00:00,1.643,4.934,2.644
6/15/2012,23:00:00,2.209,4.934,2.641
6/16/2012,0:00:00,2.155,4.831,2.639
6/16/2012,1:00:00,1.724,4.831,2.638
6/16/2012,2:00:00,1.507,4.831,2.638
6/16/2012,3:00:00,1.724,4.831,2.64
6/16/2012,4:00:00,1.94,4.831,2.638
6/16/2012,5:00:00,2.021,4.831,2.639
6/16/2012,6:00:00,2.128,4.831,2.637
6/16/2012,7:00:00,1.697,4.727,2.642
6/16/2012,8:00:00,2.021,4.727,2.639
6/16/2012,9:00:00,2.637,4.727,2.642
6/16/2012,10:00:00,2.155,4.727,2.643
6/16/2012,11:00:00,2.262,4.727,2.645
6/16/2012,12:00:00,2.128,4.727,2.641
6/16/2012,13:00:00,2.101,4.623,2.642
6/16/2012,14:00:00,2.289,4.623,2.643
6/16/2012,15:00:00,2.047,4.623,2.644
6/16/2012,16:00:00,2.423,4.623,2.64
6/16/2012,17:00:00,2.903,4.623,2.639
6/16/2012,18:00:00,4.558,4.623,2.638
6/16/2012,19:00:00,4.506,4.623,2.641
6/16/2012,20:00:00,3.958,4.623,2.64
6/16/2012,21:00:00,3.433,4.623,2.645
6/16/2012,22:00:00,4.011,4.623,2.642
6/16/2012,23:00:00,4.141,4.623,2.64
6/17/2012,0:00:00,3.722,4.623,2.637
6/17/2012,1:00:00,3.801,4.623,2.643
6/17/2012,2:00:00,3.512,4.519,2.642
6/17/2012,3:00:00,3.485,4.519,2.641
6/17/2012,4:00:00,3.406,4.519,2.644
6/17/2012,5:00:00,3.221,4.519,2.642
6/17/2012,6:00:00,3.221,4.415,2.642
6/17/2012,7:00:00,2.85,4.415,2.642
6/17/2012,8:00:00,2.797,4.415,2.642
6/17/2012,9:00:00,2.93,4.415,2.641
6/17/2012,10:00:00,2.983,4.311,2.642
6/17/2012,11:00:00,3.168,4.311,2.643
6/17/2012,12:00:00,3.036,4.311,2.638
6/17/2012,13:00:00,3.036,4.311,2.637
6/17/2012,14:00:00,2.956,4.207,2.636
6/17/2012,15:00:00,3.221,4.207,2.641
6/17/2012,16:00:00,3.38,4.311,2.643
6/17/2012,17:00:00,3.354,4.311,2.641
6/17/2012,18:00:00,3.327,4.311,2.642
6/17/2012,19:00:00,3.406,4.311,2.641
6/17/2012,20:00:00,3.564,4.311,2.639
6/17/2012,21:00:00,3.67,4.311,2.638
6/17/2012,22:00:00,3.722,4.415,2.638
6/17/2012,23:00:00,3.696,4.415,2.638
6/18/2012,0:00:00,3.564,4.415,2.637
6/18/2012,1:00:00,3.433,4.415,2.636
6/18/2012,2:00:00,3.248,4.415,2.635
6/18/2012,3:00:00,3.168,4.415,2.634
6/18/2012,4:00:00,2.823,4.415,2.637
6/18/2012,5:00:00,2.744,4.415,2.637
6/18/2012,6:00:00,2.744,4.415,2.634
6/18/2012,7:00:00,2.744,4.415,2.636
6/18/2012,8:00:00,2.85,4.415,2.637
6/18/2012,9:00:00,2.85,4.415,2.637
6/18/2012,10:00:00,2.823,4.415,2.639
6/18/2012,11:00:00,2.956,4.415,2.637
6/18/2012,12:00:00,3.036,4.415,2.638
6/18/2012,13:00:00,3.195,4.415,2.634
6/18/2012,14:00:00,2.423,4.519,2.625
6/18/2012,15:00:00,3.195,4.415,2.632
6/18/2012,16:00:00,2.823,4.519,2.632
6/18/2012,17:00:00,2.53,4.519,2.644
6/18/2012,18:00:00,2.557,4.519,2.643
6/18/2012,19:00:00,2.664,4.519,2.643
6/18/2012,20:00:00,3.327,4.519,2.644
6/18/2012,21:00:00,3.801,4.519,2.644
6/18/2012,22:00:00,4.168,4.519,2.64
6/18/2012,23:00:00,4.22,4.415,2.642
6/19/2012,0:00:00,3.248,4.415,2.642
6/19/2012,1:00:00,3.38,4.415,2.642
6/19/2012,2:00:00,3.354,4.415,2.639
6/19/2012,3:00:00,3.248,4.415,2.638
6/19/2012,4:00:00,3.248,4.415,2.637
6/19/2012,5:00:00,3.801,4.415,2.638
6/19/2012,6:00:00,3.932,4.415,2.638
6/19/2012,7:00:00,3.958,4.415,2.638
6/19/2012,8:00:00,3.195,4.415,2.636
6/19/2012,9:00:00,3.248,4.415,2.639
6/19/2012,10:00:00,3.089,4.415,2.659
6/19/2012,11:00:00,3.089,4.415,2.659
6/19/2012,12:00:00,3.009,4.415,2.661
6/19/2012,13:00:00,3.168,4.311,2.659
6/19/2012,14:00:00,3.248,4.311,2.654
6/19/2012,15:00:00,3.274,4.311,2.654
6/19/2012,16:00:00,3.38,4.311,2.651
6/19/2012,17:00:00,3.459,4.311,2.65
6/19/2012,18:00:00,3.564,4.311,2.65
6/19/2012,19:00:00,3.089,4.311,2.644
6/19/2012,20:00:00,3.116,4.311,2.648
6/19/2012,21:00:00,3.38,4.311,2.646
6/19/2012,22:00:00,2.797,4.311,2.648
6/19/2012,23:00:00,2.797,4.311,2.647
6/20/2012,0:00:00,2.584,4.311,2.647
6/20/2012,1:00:00,2.584,4.311,2.646
6/20/2012,2:00:00,2.262,4.311,2.645
6/20/2012,3:00:00,2.477,4.207,2.645
6/20/2012,4:00:00,2.262,4.207,2.644
6/20/2012,5:00:00,1.805,4.207,2.651
6/20/2012,6:00:00,2.236,4.207,2.653
6/20/2012,7:00:00,2.074,4.207,2.651
6/20/2012,8:00:00,2.155,4.102,2.654
6/20/2012,9:00:00,2.209,4.102,2.658
6/20/2012,10:00:00,2.074,4.102,2.665
6/20/2012,11:00:00,2.047,4.102,2.666
6/20/2012,12:00:00,1.886,3.998,2.67
6/20/2012,13:00:00,2.074,3.998,2.666
6/20/2012,14:00:00,2.074,3.893,2.65
6/20/2012,15:00:00,1.967,3.893,2.664
6/20/2012,16:00:00,2.396,3.893,2.661
6/20/2012,17:00:00,3.089,3.893,2.658
6/20/2012,18:00:00,3.063,3.893,2.66
6/20/2012,19:00:00,3.009,3.893,2.661
6/20/2012,20:00:00,2.53,3.893,2.66
6/20/2012,21:00:00,2.903,3.893,2.662
6/20/2012,22:00:00,3.433,3.893,2.66
6/20/2012,23:00:00,3.67,3.893,2.659
6/21/2012,0:00:00,4.141,3.998,2.655
6/21/2012,1:00:00,3.643,3.998,2.653
6/21/2012,2:00:00,2.85,3.998,2.651
6/21/2012,3:00:00,2.423,3.998,2.661
6/21/2012,4:00:00,2.128,3.998,2.653
6/21/2012,5:00:00,1.832,3.998,2.549
6/21/2012,6:00:00,1.859,3.998,2.554
6/21/2012,7:00:00,2.021,3.893,2.558
6/21/2012,8:00:00,1.805,3.788,2.56
6/21/2012,9:00:00,2.074,3.683,2.579
6/21/2012,10:00:00,2.477,3.683,2.584
6/21/2012,11:00:00,2.021,3.578,2.571
6/21/2012,12:00:00,1.967,2.303,2.433
