Date,"Time, ADT",TempC(-30cm),TempC(-250cm),"Water Level, m"
5/6/2012,1:00:00,0.163,2.41,2.666
5/6/2012,2:00:00,0.135,2.41,2.661
5/6/2012,3:00:00,0.135,2.41,2.662
5/6/2012,4:00:00,0.135,2.41,2.665
5/6/2012,5:00:00,0.135,2.41,2.662
5/6/2012,6:00:00,0.135,2.41,2.665
5/6/2012,7:00:00,0.135,2.41,2.665
5/6/2012,8:00:00,0.135,2.41,2.666
5/6/2012,9:00:00,0.135,2.41,2.669
5/6/2012,10:00:00,0.135,2.41,2.67
5/6/2012,11:00:00,0.135,2.41,2.667
5/6/2012,12:00:00,0.135,2.41,2.67
5/6/2012,13:00:00,0.135,2.41,2.667
5/6/2012,14:00:00,0.135,2.41,2.67
5/6/2012,15:00:00,0.135,2.41,2.667
5/6/2012,16:00:00,0.135,2.41,2.669
5/6/2012,17:00:00,0.135,2.41,2.671
5/6/2012,18:00:00,0.135,2.41,2.668
5/6/2012,19:00:00,0.135,2.41,2.669
5/6/2012,20:00:00,0.135,2.41,2.67
5/6/2012,21:00:00,0.135,2.41,2.67
5/6/2012,22:00:00,0.135,2.41,2.669
5/6/2012,23:00:00,0.135,2.41,2.666
5/7/2012,0:00:00,0.135,2.41,2.665
5/7/2012,1:00:00,0.135,2.41,2.659
5/7/2012,2:00:00,0.135,2.41,2.661
5/7/2012,3:00:00,0.135,2.41,2.662
5/7/2012,4:00:00,0.135,2.41,2.659
5/7/2012,5:00:00,0.135,2.41,2.663
5/7/2012,6:00:00,0.135,2.41,2.665
5/7/2012,7:00:00,0.135,2.41,2.667
5/7/2012,8:00:00,0.135,2.41,2.666
5/7/2012,9:00:00,0.135,2.41,2.669
5/7/2012,10:00:00,0.135,2.41,2.668
5/7/2012,11:00:00,0.135,2.41,2.668
5/7/2012,12:00:00,0.135,2.41,2.666
5/7/2012,13:00:00,0.135,2.41,2.665
5/7/2012,14:00:00,0.135,2.41,2.665
5/7/2012,15:00:00,0.135,2.41,2.668
5/7/2012,16:00:00,0.135,2.41,2.666
5/7/2012,17:00:00,0.135,2.41,2.667
5/7/2012,18:00:00,0.135,2.41,2.664
5/7/2012,19:00:00,0.135,2.41,2.668
5/7/2012,20:00:00,0.135,2.41,2.665
5/7/2012,21:00:00,0.135,2.41,2.668
5/7/2012,22:00:00,0.135,2.41,2.669
5/7/2012,23:00:00,0.135,2.41,2.665
5/8/2012,0:00:00,0.135,2.41,2.663
5/8/2012,1:00:00,0.135,2.41,2.664
5/8/2012,2:00:00,0.135,2.41,2.664
5/8/2012,3:00:00,0.135,2.41,2.662
5/8/2012,4:00:00,0.135,2.41,2.663
5/8/2012,5:00:00,0.135,2.41,2.663
5/8/2012,6:00:00,0.135,2.41,2.664
5/8/2012,7:00:00,0.135,2.41,2.662
5/8/2012,8:00:00,0.135,2.41,2.665
5/8/2012,9:00:00,0.135,2.41,2.666
5/8/2012,10:00:00,0.135,2.41,2.666
5/8/2012,11:00:00,0.135,2.41,2.663
5/8/2012,12:00:00,0.135,2.41,2.665
5/8/2012,13:00:00,0.135,2.41,2.663
5/8/2012,14:00:00,0.135,2.41,2.664
5/8/2012,15:00:00,0.135,2.41,2.663
5/8/2012,16:00:00,0.135,2.41,2.664
5/8/2012,17:00:00,0.135,2.41,2.663
5/8/2012,18:00:00,0.135,2.41,2.663
5/8/2012,19:00:00,0.135,2.41,2.66
5/8/2012,20:00:00,0.135,2.41,2.665
5/8/2012,21:00:00,0.135,2.41,2.662
5/8/2012,22:00:00,0.135,2.41,2.664
5/8/2012,23:00:00,0.135,2.41,2.662
5/9/2012,0:00:00,0.135,2.41,2.665
5/9/2012,1:00:00,0.135,2.41,2.663
5/9/2012,2:00:00,0.135,2.41,2.664
5/9/2012,3:00:00,0.135,2.41,2.663
5/9/2012,4:00:00,0.135,2.41,2.665
5/9/2012,5:00:00,0.135,2.41,2.663
5/9/2012,6:00:00,0.135,2.41,2.664
5/9/2012,7:00:00,0.135,2.41,2.663
5/9/2012,8:00:00,0.135,2.41,2.666
5/9/2012,9:00:00,0.135,2.41,2.666
5/9/2012,10:00:00,0.135,2.41,2.666
5/9/2012,11:00:00,0.135,2.41,2.667
5/9/2012,12:00:00,0.135,2.41,2.666
5/9/2012,13:00:00,0.135,2.41,2.664
5/9/2012,14:00:00,0.135,2.41,2.664
5/9/2012,15:00:00,0.135,2.41,2.667
5/9/2012,16:00:00,0.135,2.41,2.665
5/9/2012,17:00:00,0.135,2.41,2.666
5/9/2012,18:00:00,0.135,2.41,2.668
5/9/2012,19:00:00,0.135,2.41,2.664
5/9/2012,20:00:00,0.135,2.41,2.666
5/9/2012,21:00:00,0.135,2.41,2.664
5/9/2012,22:00:00,0.135,2.41,2.664
5/9/2012,23:00:00,0.135,2.41,2.665
5/10/2012,0:00:00,0.135,2.41,2.663
5/10/2012,1:00:00,0.135,2.41,2.666
5/10/2012,2:00:00,0.135,2.41,2.665
5/10/2012,3:00:00,0.135,2.41,2.664
5/10/2012,4:00:00,0.135,2.41,2.661
5/10/2012,5:00:00,0.135,2.41,2.663
5/10/2012,6:00:00,0.135,2.41,2.666
5/10/2012,7:00:00,0.135,2.41,2.667
5/10/2012,8:00:00,0.135,2.41,2.665
5/10/2012,9:00:00,0.135,2.41,2.665
5/10/2012,10:00:00,0.135,2.41,2.666
5/10/2012,11:00:00,0.135,2.41,2.667
5/10/2012,12:00:00,0.135,2.41,2.668
5/10/2012,13:00:00,0.135,2.41,2.668
5/10/2012,14:00:00,0.135,2.41,2.671
5/10/2012,15:00:00,0.135,2.41,2.666
5/10/2012,16:00:00,0.135,2.41,2.666
5/10/2012,17:00:00,0.135,2.41,2.661
5/10/2012,18:00:00,0.135,2.41,2.667
5/10/2012,19:00:00,0.135,2.41,2.665
5/10/2012,20:00:00,0.135,2.41,2.668
5/10/2012,21:00:00,0.135,2.41,2.665
5/10/2012,22:00:00,0.135,2.41,2.665
5/10/2012,23:00:00,0.135,2.41,2.665
5/11/2012,0:00:00,0.135,2.41,2.67
5/11/2012,1:00:00,0.135,2.41,2.67
5/11/2012,2:00:00,0.163,2.41,2.667
5/11/2012,3:00:00,0.135,2.41,2.664
5/11/2012,4:00:00,0.163,2.41,2.668
5/11/2012,5:00:00,0.163,2.41,2.665
5/11/2012,6:00:00,0.163,2.41,2.668
5/11/2012,7:00:00,0.135,2.41,2.668
5/11/2012,8:00:00,0.135,2.41,2.666
5/11/2012,9:00:00,0.135,2.41,2.67
5/11/2012,10:00:00,0.135,2.41,2.673
5/11/2012,11:00:00,0.135,2.41,2.666
5/11/2012,12:00:00,0.135,2.41,2.668
5/11/2012,13:00:00,0.163,2.41,2.668
5/11/2012,14:00:00,0.135,2.41,2.67
5/11/2012,15:00:00,0.135,2.41,2.67
5/11/2012,16:00:00,0.163,2.41,2.668
5/11/2012,17:00:00,0.135,2.41,2.667
5/11/2012,18:00:00,0.135,2.41,2.674
5/11/2012,19:00:00,0.135,2.41,2.664
5/11/2012,20:00:00,0.135,2.41,2.67
5/11/2012,21:00:00,0.163,2.41,2.668
5/11/2012,22:00:00,0.135,2.41,2.667
5/11/2012,23:00:00,0.163,2.41,2.667
5/12/2012,0:00:00,0.107,2.41,2.667
5/12/2012,1:00:00,0.135,2.41,2.672
5/12/2012,2:00:00,0.135,2.41,2.668
5/12/2012,3:00:00,0.135,2.41,2.667
5/12/2012,4:00:00,0.135,2.41,2.67
5/12/2012,5:00:00,0.135,2.41,2.67
5/12/2012,6:00:00,0.135,2.41,2.666
5/12/2012,7:00:00,0.135,2.41,2.668
5/12/2012,8:00:00,0.135,2.41,2.666
5/12/2012,9:00:00,0.135,2.41,2.667
5/12/2012,10:00:00,0.135,2.41,2.665
5/12/2012,11:00:00,0.135,2.41,2.669
5/12/2012,12:00:00,0.135,2.41,2.666
5/12/2012,13:00:00,0.135,2.41,2.668
5/12/2012,14:00:00,0.135,2.41,2.67
5/12/2012,15:00:00,0.135,2.41,2.669
5/12/2012,16:00:00,0.135,2.303,2.666
5/12/2012,17:00:00,0.135,2.41,2.67
5/12/2012,18:00:00,0.135,2.41,2.668
5/12/2012,19:00:00,0.135,2.41,2.67
5/12/2012,20:00:00,0.135,2.41,2.667
5/12/2012,21:00:00,0.135,2.41,2.668
5/12/2012,22:00:00,0.135,2.41,2.67
5/12/2012,23:00:00,0.135,2.41,2.67
5/13/2012,0:00:00,0.135,2.41,2.67
5/13/2012,1:00:00,0.135,2.41,2.666
5/13/2012,2:00:00,0.135,2.303,2.668
5/13/2012,3:00:00,0.135,2.303,2.669
5/13/2012,4:00:00,0.135,2.41,2.673
5/13/2012,5:00:00,0.135,2.303,2.671
5/13/2012,6:00:00,0.135,2.303,2.668
5/13/2012,7:00:00,0.135,2.303,2.667
5/13/2012,8:00:00,0.135,2.303,2.672
5/13/2012,9:00:00,0.135,2.303,2.669
5/13/2012,10:00:00,0.135,2.303,2.667
5/13/2012,11:00:00,0.135,2.303,2.668
5/13/2012,12:00:00,0.135,2.303,2.67
5/13/2012,13:00:00,0.135,2.303,2.669
5/13/2012,14:00:00,0.135,2.303,2.672
5/13/2012,15:00:00,0.135,2.303,2.671
5/13/2012,16:00:00,0.135,2.303,2.669
5/13/2012,17:00:00,0.135,2.303,2.67
5/13/2012,18:00:00,0.135,2.303,2.671
5/13/2012,19:00:00,0.135,2.303,2.671
5/13/2012,20:00:00,0.135,2.303,2.668
5/13/2012,21:00:00,0.135,2.303,2.671
5/13/2012,22:00:00,0.135,2.303,2.671
5/13/2012,23:00:00,0.135,2.303,2.669
5/14/2012,0:00:00,0.135,2.303,2.669
5/14/2012,1:00:00,0.135,2.303,2.671
5/14/2012,2:00:00,0.135,2.303,2.67
5/14/2012,3:00:00,0.135,2.303,2.669
5/14/2012,4:00:00,0.135,2.303,2.668
5/14/2012,5:00:00,0.135,2.303,2.668
5/14/2012,6:00:00,0.135,2.303,2.669
5/14/2012,7:00:00,0.135,2.303,2.669
5/14/2012,8:00:00,0.135,2.303,2.672
5/14/2012,9:00:00,0.135,2.303,2.669
5/14/2012,10:00:00,0.135,2.303,2.67
5/14/2012,11:00:00,0.135,2.303,2.671
5/14/2012,12:00:00,0.135,2.303,2.672
5/14/2012,13:00:00,0.135,2.303,2.676
5/14/2012,14:00:00,0.135,2.303,2.673
5/14/2012,15:00:00,0.135,2.303,2.671
5/14/2012,16:00:00,0.135,2.303,2.671
5/14/2012,17:00:00,0.135,2.303,2.672
5/14/2012,18:00:00,0.135,2.303,2.672
5/14/2012,19:00:00,0.135,2.303,2.668
5/14/2012,20:00:00,0.135,2.303,2.668
5/14/2012,21:00:00,0.135,2.303,2.669
5/14/2012,22:00:00,0.135,2.303,2.669
5/14/2012,23:00:00,0.135,2.303,2.669
5/15/2012,0:00:00,0.135,2.303,2.667
5/15/2012,1:00:00,0.135,2.303,2.671
5/15/2012,2:00:00,0.135,2.303,2.669
5/15/2012,3:00:00,0.135,2.303,2.668
5/15/2012,4:00:00,0.135,2.303,2.67
5/15/2012,5:00:00,0.135,2.303,2.672
5/15/2012,6:00:00,0.135,2.303,2.671
5/15/2012,7:00:00,0.135,2.303,2.671
5/15/2012,8:00:00,0.135,2.303,2.668
5/15/2012,9:00:00,0.135,2.303,2.668
5/15/2012,10:00:00,0.135,2.303,2.668
5/15/2012,11:00:00,0.135,2.303,2.667
5/15/2012,12:00:00,0.135,2.303,2.67
5/15/2012,13:00:00,0.135,2.303,2.67
5/15/2012,14:00:00,0.135,2.303,2.671
5/15/2012,15:00:00,0.135,2.303,2.671
5/15/2012,16:00:00,0.135,2.303,2.67
5/15/2012,17:00:00,0.135,2.303,2.67
5/15/2012,18:00:00,0.135,2.303,2.668
5/15/2012,19:00:00,0.135,2.303,2.666
5/15/2012,20:00:00,0.135,2.303,2.667
5/15/2012,21:00:00,0.135,2.303,2.665
5/15/2012,22:00:00,0.135,2.303,2.666
5/15/2012,23:00:00,0.135,2.303,2.667
5/16/2012,0:00:00,0.135,2.303,2.666
5/16/2012,1:00:00,0.135,2.303,2.664
5/16/2012,2:00:00,0.135,2.303,2.666
5/16/2012,3:00:00,0.135,2.303,2.665
5/16/2012,4:00:00,0.135,2.303,2.665
5/16/2012,5:00:00,0.135,2.303,2.664
5/16/2012,6:00:00,0.135,2.303,2.665
5/16/2012,7:00:00,0.107,2.303,2.668
5/16/2012,8:00:00,0.135,2.303,2.666
5/16/2012,9:00:00,0.135,2.303,2.667
5/16/2012,10:00:00,0.135,2.303,2.667
5/16/2012,11:00:00,0.135,2.303,2.671
5/16/2012,12:00:00,0.135,2.303,2.67
5/16/2012,13:00:00,0.135,2.303,2.67
5/16/2012,14:00:00,0.135,2.303,2.666
5/16/2012,15:00:00,0.135,2.303,2.667
5/16/2012,16:00:00,0.135,2.303,2.666
5/16/2012,17:00:00,0.163,2.303,2.665
5/16/2012,18:00:00,0.135,2.303,2.665
5/16/2012,19:00:00,0.135,2.303,2.665
5/16/2012,20:00:00,0.135,2.303,2.666
5/16/2012,21:00:00,0.135,2.303,2.665
5/16/2012,22:00:00,0.135,2.303,2.662
5/16/2012,23:00:00,0.135,2.303,2.661
5/17/2012,0:00:00,0.135,2.303,2.665
5/17/2012,1:00:00,0.107,2.303,2.667
5/17/2012,2:00:00,0.135,2.303,2.666
5/17/2012,3:00:00,0.135,2.303,2.665
5/17/2012,4:00:00,0.135,2.303,2.666
5/17/2012,5:00:00,0.135,2.303,2.665
5/17/2012,6:00:00,0.135,2.303,2.664
5/17/2012,7:00:00,0.135,2.303,2.665
5/17/2012,8:00:00,0.135,2.303,2.668
5/17/2012,9:00:00,0.135,2.303,2.667
5/17/2012,10:00:00,0.135,2.303,2.667
5/17/2012,11:00:00,0.135,2.303,2.668
5/17/2012,12:00:00,0.135,2.303,2.669
5/17/2012,13:00:00,0.135,2.303,2.671
5/17/2012,14:00:00,0.135,2.303,2.668
5/17/2012,15:00:00,0.135,2.303,2.668
5/17/2012,16:00:00,0.135,2.303,2.667
5/17/2012,17:00:00,0.135,2.303,2.668
5/17/2012,18:00:00,0.135,2.303,2.668
5/17/2012,19:00:00,0.135,2.303,2.668
5/17/2012,20:00:00,0.135,2.303,2.666
5/17/2012,21:00:00,0.135,2.303,2.666
5/17/2012,22:00:00,0.135,2.303,2.666
5/17/2012,23:00:00,0.163,2.303,2.663
5/18/2012,0:00:00,0.135,2.303,2.662
5/18/2012,1:00:00,0.135,2.303,2.667
5/18/2012,2:00:00,0.135,2.303,2.664
5/18/2012,3:00:00,0.135,2.303,2.664
5/18/2012,4:00:00,0.135,2.303,2.661
5/18/2012,5:00:00,0.135,2.303,2.663
5/18/2012,6:00:00,0.135,2.303,2.666
5/18/2012,7:00:00,0.135,2.303,2.663
5/18/2012,8:00:00,0.135,2.303,2.667
5/18/2012,9:00:00,0.135,2.303,2.665
5/18/2012,10:00:00,0.135,2.303,2.664
5/18/2012,11:00:00,0.163,2.303,2.666
5/18/2012,12:00:00,0.135,2.303,2.666
5/18/2012,13:00:00,0.135,2.303,2.668
5/18/2012,14:00:00,0.135,2.303,2.668
5/18/2012,15:00:00,0.163,2.303,2.668
5/18/2012,16:00:00,0.135,2.303,2.67
5/18/2012,17:00:00,0.163,2.303,2.667
5/18/2012,18:00:00,0.163,2.303,2.667
5/18/2012,19:00:00,0.163,2.303,2.665
5/18/2012,20:00:00,0.163,2.303,2.665
5/18/2012,21:00:00,0.163,2.303,2.666
5/18/2012,22:00:00,0.163,2.303,2.665
5/18/2012,23:00:00,0.163,2.303,2.663
5/19/2012,0:00:00,0.163,2.303,2.664
5/19/2012,1:00:00,0.163,2.303,2.665
5/19/2012,2:00:00,0.163,2.303,2.665
5/19/2012,3:00:00,0.163,2.303,2.664
5/19/2012,4:00:00,0.19,2.303,2.665
5/19/2012,5:00:00,0.135,2.303,2.668
5/19/2012,6:00:00,0.163,2.303,2.669
5/19/2012,7:00:00,0.135,2.303,2.663
5/19/2012,8:00:00,0.163,2.303,2.665
5/19/2012,9:00:00,0.163,2.303,2.667
5/19/2012,10:00:00,0.163,2.303,2.67
5/19/2012,11:00:00,0.163,2.303,2.669
5/19/2012,12:00:00,0.163,2.303,2.672
5/19/2012,13:00:00,0.163,2.303,2.672
5/19/2012,14:00:00,0.163,2.303,2.672
5/19/2012,15:00:00,0.19,2.303,2.674
5/19/2012,16:00:00,0.19,2.303,2.674
5/19/2012,17:00:00,0.19,2.303,2.672
5/19/2012,18:00:00,0.19,2.303,2.67
5/19/2012,19:00:00,0.19,2.303,2.67
5/19/2012,20:00:00,0.19,2.303,2.668
5/19/2012,21:00:00,0.218,2.303,2.666
5/19/2012,22:00:00,0.19,2.303,2.668
5/19/2012,23:00:00,0.19,2.303,2.667
5/20/2012,0:00:00,0.19,2.303,2.667
5/20/2012,1:00:00,0.19,2.303,2.668
5/20/2012,2:00:00,0.19,2.303,2.666
5/20/2012,3:00:00,0.19,2.303,2.668
5/20/2012,4:00:00,0.19,2.303,2.666
5/20/2012,5:00:00,0.19,2.303,2.671
5/20/2012,6:00:00,0.19,2.303,2.668
5/20/2012,7:00:00,0.19,2.303,2.668
5/20/2012,8:00:00,0.19,2.303,2.666
5/20/2012,9:00:00,0.19,2.303,2.671
5/20/2012,10:00:00,0.19,2.303,2.67
5/20/2012,11:00:00,0.19,2.303,2.67
5/20/2012,12:00:00,0.218,2.303,2.67
5/20/2012,13:00:00,0.19,2.303,2.67
5/20/2012,14:00:00,0.218,2.303,2.669
5/20/2012,15:00:00,0.218,2.303,2.671
5/20/2012,16:00:00,0.218,2.303,2.67
5/20/2012,17:00:00,0.246,2.303,2.667
5/20/2012,18:00:00,0.218,2.303,2.666
5/20/2012,19:00:00,0.246,2.303,2.668
5/20/2012,20:00:00,0.246,2.303,2.669
5/20/2012,21:00:00,0.218,2.303,2.669
5/20/2012,22:00:00,0.218,2.303,2.668
5/20/2012,23:00:00,0.218,2.303,2.669
5/21/2012,0:00:00,0.218,2.303,2.672
5/21/2012,1:00:00,0.273,2.303,2.671
5/21/2012,2:00:00,0.218,2.303,2.67
5/21/2012,3:00:00,0.218,2.303,2.668
5/21/2012,4:00:00,0.218,2.303,2.67
5/21/2012,5:00:00,0.218,2.303,2.669
5/21/2012,6:00:00,0.218,2.303,2.67
5/21/2012,7:00:00,0.218,2.303,2.671
5/21/2012,8:00:00,0.218,2.303,2.672
5/21/2012,9:00:00,0.218,2.303,2.67
5/21/2012,10:00:00,0.218,2.303,2.669
5/21/2012,11:00:00,0.218,2.303,2.672
5/21/2012,12:00:00,0.246,2.303,2.673
5/21/2012,13:00:00,0.246,2.303,2.673
5/21/2012,14:00:00,0.273,2.303,2.669
5/21/2012,15:00:00,0.273,2.303,2.672
5/21/2012,16:00:00,0.301,2.303,2.673
5/21/2012,17:00:00,0.301,2.303,2.671
5/21/2012,18:00:00,0.301,2.303,2.669
5/21/2012,19:00:00,0.301,2.303,2.67
5/21/2012,20:00:00,0.301,2.41,2.668
5/21/2012,21:00:00,0.329,2.41,2.671
5/21/2012,22:00:00,0.273,2.41,2.669
5/21/2012,23:00:00,0.301,2.41,2.67
5/22/2012,0:00:00,0.273,2.41,2.67
5/22/2012,1:00:00,0.273,2.41,2.672
5/22/2012,2:00:00,0.246,2.41,2.67
5/22/2012,3:00:00,0.273,2.41,2.667
5/22/2012,4:00:00,0.273,2.41,2.667
5/22/2012,5:00:00,0.273,2.41,2.667
5/22/2012,6:00:00,0.246,2.41,2.669
5/22/2012,7:00:00,0.246,2.41,2.67
5/22/2012,8:00:00,0.273,2.41,2.671
5/22/2012,9:00:00,0.273,2.41,2.673
5/22/2012,10:00:00,0.273,2.41,2.672
5/22/2012,11:00:00,0.273,2.41,2.674
5/22/2012,12:00:00,0.329,2.41,2.674
5/22/2012,13:00:00,0.329,2.41,2.673
5/22/2012,14:00:00,0.329,2.41,2.674
5/22/2012,15:00:00,0.356,2.41,2.671
5/22/2012,16:00:00,0.356,2.41,2.672
5/22/2012,17:00:00,0.412,2.41,2.671
5/22/2012,18:00:00,0.412,2.41,2.671
5/22/2012,19:00:00,0.412,2.41,2.67
5/22/2012,20:00:00,0.384,2.41,2.669
5/22/2012,21:00:00,0.412,2.41,2.67
5/22/2012,22:00:00,0.384,2.41,2.671
5/22/2012,23:00:00,0.384,2.41,2.671
5/23/2012,0:00:00,0.356,2.41,2.67
5/23/2012,1:00:00,0.356,2.41,2.67
5/23/2012,2:00:00,0.329,2.41,2.673
5/23/2012,3:00:00,0.329,2.41,2.671
5/23/2012,4:00:00,0.329,2.41,2.67
5/23/2012,5:00:00,0.329,2.41,2.671
5/23/2012,6:00:00,0.301,2.41,2.671
5/23/2012,7:00:00,0.329,2.41,2.67
5/23/2012,8:00:00,0.329,2.41,2.67
5/23/2012,9:00:00,0.329,2.41,2.669
5/23/2012,10:00:00,0.356,2.41,2.672
5/23/2012,11:00:00,0.356,2.41,2.671
5/23/2012,12:00:00,0.439,2.41,2.673
5/23/2012,13:00:00,0.467,2.41,2.671
5/23/2012,14:00:00,0.495,2.41,2.672
5/23/2012,15:00:00,0.55,2.41,2.675
5/23/2012,16:00:00,0.577,2.41,2.676
5/23/2012,17:00:00,0.605,2.41,2.673
5/23/2012,18:00:00,0.632,2.517,2.673
5/23/2012,19:00:00,0.632,2.517,2.674
5/23/2012,20:00:00,0.605,2.517,2.677
5/23/2012,21:00:00,0.577,2.517,2.676
5/23/2012,22:00:00,0.577,2.517,2.676
5/23/2012,23:00:00,0.522,2.517,2.677
5/24/2012,0:00:00,0.495,2.517,2.681
5/24/2012,1:00:00,0.467,2.517,2.68
5/24/2012,2:00:00,0.495,2.517,2.68
5/24/2012,3:00:00,0.412,2.517,2.685
5/24/2012,4:00:00,0.412,2.517,2.686
5/24/2012,5:00:00,0.384,2.517,2.683
5/24/2012,6:00:00,0.384,2.517,2.686
5/24/2012,7:00:00,0.384,2.517,2.683
5/24/2012,8:00:00,0.412,2.517,2.682
5/24/2012,9:00:00,0.412,2.517,2.684
5/24/2012,10:00:00,0.495,2.517,2.687
5/24/2012,11:00:00,0.522,2.517,2.687
5/24/2012,12:00:00,0.55,2.517,2.688
5/24/2012,13:00:00,0.632,2.517,2.687
5/24/2012,14:00:00,0.66,2.517,2.688
5/24/2012,15:00:00,0.687,2.517,2.689
5/24/2012,16:00:00,0.715,2.624,2.686
5/24/2012,17:00:00,0.715,2.624,2.688
5/24/2012,18:00:00,0.742,2.624,2.689
5/24/2012,19:00:00,0.715,2.624,2.686
5/24/2012,20:00:00,0.77,2.624,2.687
5/24/2012,21:00:00,0.742,2.624,2.687
5/24/2012,22:00:00,0.66,2.624,2.688
5/24/2012,23:00:00,0.66,2.624,2.69
5/25/2012,0:00:00,0.605,2.624,2.69
5/25/2012,1:00:00,0.577,2.624,2.689
5/25/2012,2:00:00,0.522,2.624,2.688
5/25/2012,3:00:00,0.495,2.624,2.69
5/25/2012,4:00:00,0.439,2.624,2.692
5/25/2012,5:00:00,0.439,2.624,2.69
5/25/2012,6:00:00,0.412,2.624,2.691
5/25/2012,7:00:00,0.439,2.624,2.692
5/25/2012,8:00:00,0.439,2.73,2.692
5/25/2012,9:00:00,0.439,2.73,2.696
5/25/2012,10:00:00,0.467,2.73,2.694
5/25/2012,11:00:00,0.467,2.73,2.696
5/25/2012,12:00:00,0.467,2.73,2.696
5/25/2012,13:00:00,0.55,2.73,2.695
5/25/2012,14:00:00,0.55,2.73,2.694
5/25/2012,15:00:00,0.55,2.73,2.694
5/25/2012,16:00:00,0.742,2.73,2.694
5/25/2012,17:00:00,0.522,2.73,2.693
5/25/2012,18:00:00,0.495,2.517,2.697
5/25/2012,19:00:00,0.495,1.548,2.697
5/25/2012,20:00:00,0.495,1.439,2.696
5/25/2012,21:00:00,0.55,1.548,2.697
5/25/2012,22:00:00,0.522,1.439,2.695
5/25/2012,23:00:00,0.495,1.439,2.698
5/26/2012,0:00:00,0.412,1.439,2.696
5/26/2012,1:00:00,0.412,2.303,2.697
5/26/2012,2:00:00,0.439,2.41,2.696
5/26/2012,3:00:00,0.412,2.517,2.696
5/26/2012,4:00:00,0.439,2.517,2.698
5/26/2012,5:00:00,0.412,2.517,2.7
5/26/2012,6:00:00,0.439,2.624,2.699
5/26/2012,7:00:00,0.439,2.624,2.7
5/26/2012,8:00:00,0.495,2.624,2.698
5/26/2012,9:00:00,0.577,2.624,2.7
5/26/2012,10:00:00,0.715,2.73,2.701
5/26/2012,11:00:00,0.825,2.73,2.702
5/26/2012,12:00:00,0.907,2.73,2.7
5/26/2012,13:00:00,0.88,2.73,2.701
5/26/2012,14:00:00,0.852,2.73,2.699
5/26/2012,15:00:00,0.852,2.73,2.701
5/26/2012,16:00:00,0.852,2.73,2.701
5/26/2012,17:00:00,0.852,2.837,2.702
5/26/2012,18:00:00,0.852,2.837,2.699
5/26/2012,19:00:00,0.852,2.837,2.701
5/26/2012,20:00:00,0.825,2.837,2.701
5/26/2012,21:00:00,0.742,2.837,2.701
5/26/2012,22:00:00,0.66,2.837,2.7
5/26/2012,23:00:00,0.577,2.837,2.7
5/27/2012,0:00:00,0.522,2.837,2.699
5/27/2012,1:00:00,0.467,2.837,2.697
5/27/2012,2:00:00,0.439,2.837,2.697
5/27/2012,3:00:00,0.412,2.837,2.701
5/27/2012,4:00:00,0.384,2.837,2.701
5/27/2012,5:00:00,0.384,2.837,2.699
5/27/2012,6:00:00,0.384,2.837,2.699
5/27/2012,7:00:00,0.439,2.837,2.7
5/27/2012,8:00:00,0.439,2.837,2.702
5/27/2012,9:00:00,0.439,2.837,2.704
5/27/2012,10:00:00,0.467,2.837,2.703
5/27/2012,11:00:00,0.522,2.837,2.702
5/27/2012,12:00:00,0.55,2.837,2.704
5/27/2012,13:00:00,0.522,2.943,2.703
5/27/2012,14:00:00,0.55,2.943,2.701
5/27/2012,15:00:00,0.577,2.943,2.701
5/27/2012,16:00:00,0.55,2.943,2.705
5/27/2012,17:00:00,0.522,2.943,2.703
5/27/2012,18:00:00,0.522,2.943,2.704
5/27/2012,19:00:00,0.522,2.943,2.705
5/27/2012,20:00:00,0.495,2.943,2.703
5/27/2012,21:00:00,0.467,2.943,2.705
5/27/2012,22:00:00,0.467,2.943,2.704
5/27/2012,23:00:00,0.439,2.943,2.706
5/28/2012,0:00:00,0.439,2.943,2.705
5/28/2012,1:00:00,0.412,2.943,2.704
5/28/2012,2:00:00,0.412,2.943,2.706
5/28/2012,3:00:00,0.439,2.943,2.707
5/28/2012,4:00:00,0.439,2.943,2.708
5/28/2012,5:00:00,0.439,2.943,2.709
5/28/2012,6:00:00,0.384,2.943,2.706
5/28/2012,7:00:00,0.412,2.943,2.707
5/28/2012,8:00:00,0.412,2.943,2.709
5/28/2012,9:00:00,0.412,2.943,2.708
5/28/2012,10:00:00,0.412,2.943,2.709
5/28/2012,11:00:00,0.439,2.943,2.711
5/28/2012,12:00:00,0.439,2.943,2.71
5/28/2012,13:00:00,0.467,2.943,2.711
5/28/2012,14:00:00,0.495,2.943,2.712
5/28/2012,15:00:00,0.495,2.943,2.711
5/28/2012,16:00:00,0.522,2.943,2.712
5/28/2012,17:00:00,0.522,2.943,2.711
5/28/2012,18:00:00,0.522,2.943,2.712
5/28/2012,19:00:00,0.522,3.049,2.71
5/28/2012,20:00:00,0.522,3.049,2.711
5/28/2012,21:00:00,0.495,3.049,2.711
5/28/2012,22:00:00,0.467,3.049,2.712
5/28/2012,23:00:00,0.467,2.943,2.711
5/29/2012,0:00:00,0.467,2.943,2.713
5/29/2012,1:00:00,0.439,2.943,2.709
5/29/2012,2:00:00,0.439,2.943,2.711
5/29/2012,3:00:00,0.439,2.943,2.714
5/29/2012,4:00:00,0.439,2.943,2.714
5/29/2012,5:00:00,0.412,2.943,2.715
5/29/2012,6:00:00,0.439,3.049,2.711
