277.039 101795 291.875 449.325 0 0 0.00462 0.0000001411
277.039 101829 290.775 393.3675 0 0 0.00441 0
276.483 101896 287.925 320.9625 0 0 0.00443 0
276.483 101896 284.45 247.4775 0.862 1.027 0.00443 0
275.928 101896 282.6 171.6525 1.437 1.712 0.0044 0
276.483 101896 281.15 120.6225 1.341 0 0.00443 0
276.483 101930 284.9 57.7575 1.936 1.118 0.00443 0
276.483 101964 275.1 25.5375 1.26 0.459 0.00443 0
277.039 101930 261.05 7.245 2.71 1.565 0.00461 0
277.594 101930 269.425 0 2.641 -0.466 0.00459 0
277.594 101896 277.15 0 2.682 0 0.00459 0
278.15 101896 285.925 5.6925 2.682 0 0.00461 0
278.706 101863 288.75 23.1975 2.201 -0.388 0.00474 0
278.706 101829 268.575 68.58 2.71 1.565 0.00474 0
278.706 101761 250.55 143.8875 3.361 1.223 0.00497 0
278.706 101727 250.65 218.3625 2.641 0.466 0.00474 0
279.261 101693 251.95 307.53 3.129 0 0.00499 0
280.928 101659 257.05 394.1775 2.52 -0.917 0.00541 0
282.039 101626 257.925 482.4 2.323 -1.341 0.00562 0
282.594 101592 261.7 545.67 3.097 -1.788 0.00562 0
280.372 101558 269.3 589.14 3.962 -0.699 0.0054 0
280.372 101558 274.325 575.1675 4.621 -1.682 0.0054 0
279.817 101558 286.45 615.33 4.259 -2.459 0.00513 0
280.372 101524 292.925 590.715 3.484 -2.012 0.00565 0
279.817 101490 283.525 527.94 3.484 -2.012 0.00538 0
279.261 101490 279.875 461.7225 4.259 -2.459 0.00541 0
279.817 101456 274.2 384.705 3.484 -2.012 0.00538 0
280.928 101456 269.15 299.385 5.033 -2.906 0.00542 0
280.928 101389 261.4 208.575 3.871 -2.235 0.00562 0
280.928 101389 267.1 147.9825 3.484 -2.012 0.00562 0
280.928 101355 267.375 68.04 3.871 -2.235 0.00542 0
281.483 101321 280.375 25.6725 3.361 -1.223 0.00563 0
281.483 101287 280.725 6.795 3.522 -0.621 0.00543 0
280.372 101287 278.45 0 5.812 0 0.00522 0
280.372 101253 275.425 0 6.163 -1.087 0.00503 0
280.372 101219 269.25 6.705 5.812 0 0.00504 0
279.817 101185 278.775 24.3 7.044 -1.242 0.00503 0
279.261 101151 279.1 60.66 7.484 -1.32 0.00502 0
280.372 101084 278.2 113.6925 7.484 -1.32 0.00523 0
280.928 101050 291.025 161.01 7.924 -1.397 0.00537 0
280.372 101016 295.25 221.3325 7.924 -1.397 0.00543 0
279.261 100982 303.825 276.9075 9.245 -1.63 0.00509 0
278.15 100948 305.85 328.68 8.402 -3.058 0.00503 0
279.261 100948 307.325 370.71 7.044 -1.242 0.00521 0
278.706 100914 312.65 381.465 6.604 -1.164 0.00501 0
277.594 100881 313.225 403.515 7.141 -2.599 0.00463 0
277.594 100881 311.4 473.085 6.163 -1.087 0.00484 0
276.483 100881 316.7 465.705 5.461 -1.988 0.0038 0
276.483 100881 309.875 423.72 4.843 -0.854 0.0038 0
276.483 100881 311.3 363.42 3.781 -1.376 0.0038 0
276.483 100881 311.875 294.6375 3.097 -1.788 0.0038 0
275.928 100847 273.425 314.28 3.082 -0.543 0.00375 0
275.928 100847 277.525 214.9875 2.682 0 0.00375 0
275.928 100813 312.6 91.845 3.129 0 0.00379 0
275.928 100813 318.25 44.3025 3.129 0 0.00347 0
277.039 100779 317.6 19.035 3.522 -0.621 0.0035 0
277.594 100779 312.025 6.885 4.402 -0.776 0.00364 0
278.15 100745 313.825 0 3.522 0.621 0.00363 0
278.706 100745 313.5 0 3.962 0.699 0.00366 0
279.261 100711 312.875 5.985 3.781 1.376 0.00368 0
279.261 100677 311.15 22.185 3.522 0.621 0.00369 0
279.817 100644 308.35 56.4975 4.47 0 0.00353 0
280.372 100576 302.675 107.8425 4.917 0 0.00354 0
282.039 100542 301.625 166.5675 4.402 0.776 0.0059 0
284.261 100474 296.75 252.72 6.604 -1.164 0.00619 0
283.706 100440 291.3 347.7375 5.723 -1.009 0.00613 0
284.261 100406 287.225 443.2725 6.163 -1.087 0.00636 0
283.706 100406 281.65 534.9375 5.723 -1.009 0.00613 0
282.594 100373 283.8 562.23 5.812 0 0.00614 0
281.483 100373 265.725 581.67 4.023 0 0.0059 0
280.928 100373 267.55 552.69 5.812 0 0.00567 0
279.261 100373 275.25 459.225 6.163 1.087 0.00524 0
278.15 100406 277.45 539.505 6.706 0 0.00484 0
278.15 100406 278.25 466.8075 4.402 -0.776 0.0038 0
278.15 100373 278.15 383.2875 4.843 -0.854 0.0038 0
278.15 100406 276.575 294.975 4.843 -0.854 0.0038 0
277.039 100406 273.825 208.755 4.843 0.854 0.00377 0
277.039 100406 272.325 138.555 4.917 0 0.00352 0
277.594 100406 270.025 70.38 3.576 0 0.00366 0
278.706 100406 274.075 27.9225 2.941 1.07 0.00367 0
278.706 100406 278.35 8.0325 4.023 0 0.00367 0
279.261 100406 277.9 0 3.361 1.223 0.0037 0
279.261 100406 277.1 0 3.361 1.223 0.0037 0
279.817 100406 279.525 7.1325 2.941 1.07 0.00366 0
280.928 100406 273.525 25.7175 2.201 0.388 0.00368 0
281.483 100373 270.2 65.5425 2.201 -0.388 0.00369 0
282.594 100373 287.125 100.4175 1.712 -1.437 0.00383 0
283.15 100339 270.425 195.5475 2.1 -0.764 0.00591 0
283.706 100339 270.725 281.0475 3.082 -0.543 0.00613 0
283.15 100339 271.725 372.3975 2.641 0.466 0.00614 0
283.15 100373 269.7 459.09 3.576 0 0.00591 0
282.039 100406 269.975 532.9125 1.724 2.055 0.00612 0
282.039 100440 271.7 586.665 2.586 3.082 0.0059 0
282.594 100474 274.85 614.0025 2.1 0.764 0.00568 0
282.594 100508 277.9 616.3425 1.161 0.671 0.00613 0
282.039 100542 329.75 477.3825 0.671 1.161 0.0059 0
281.483 100576 323.325 340.335 1.118 -1.936 0.00485 0
