05062013,1.96,26,26.5,2,-999
05062013,1.82,26,26.5,2,-999
05062013,1.84,26,26.5,2,-999
05062013,1.95,26,26.5,2,-999
05062013,1.97,26,26.5,2,-999
05062013,1.89,26,26.5,2,-999
05062013,1.85,26,26.5,2,-999
05062013,1.8,26,26.5,2,-999
05062013,1.81,26,26.5,2,-999
05062013,1.76,26,26.5,2,-999
05062013,1.71,26,26.5,2,-999
05062013,1.62,26,26.5,2,-999
05062013,1.59,26,26.5,2,-999
05062013,1.57,26,26.5,2,-999
05062013,1.61,26,26.5,2,-999
05062013,1.62,26,26.5,2,-999
05062013,1.62,26,26.5,2,-999
05062013,1.53,26,26.5,2,-999
05062013,1.5,26,26.5,2,-999
05062013,1.53,26,26.5,2,-999
05062013,1.53,26,26.5,2,-999
05062013,1.45,26,26.5,2,-999
05062013,1.33,26,26.5,2,-999
05062013,1.39,26,26.5,2,-999
05062013,1.37,26,26.5,2,-999
05062013,1.32,26,26.5,2,-999
05062013,1.27,26,26.5,2,-999
05062013,1.21,26,26.5,2,-999
05062013,1.3,26,26.5,2,-999
05062013,1.19,26,26.5,2,-999
05062013,1.32,26,26.5,2,-999
05062013,1.3,26,26.5,2,-999
05062013,1.25,26,26.5,2,-999
05062013,1.28,26,26.5,2,-999
05062013,1.22,26,26.5,2,-999
05062013,1.2,26,26.5,2,-999
05062013,1.15,26,26.5,2,-999
05062013,1.2,26,26.5,2,-999
05062013,1.12,26,26.5,2,-999
05062013,1.09,26,26.5,2,-999
05062013,1.07,26,26.5,2,-999
05062013,1.03,26,26.5,2,-999
05062013,0.986,26,26.5,2,-999
05062013,0.988,26,26.5,2,-999
05062013,0.93,26,26.5,2,-999
05062013,0.952,26,26.5,2,-999
05062013,0.914,26,26.5,2,-999
05062013,0.893,26,26.5,2,-999
06062013,0.89,26,26.5,2,-999
06062013,0.901,26,26.5,2,-999
06062013,0.913,26,26.5,2,-999
06062013,0.902,26,26.5,2,-999
06062013,0.887,26,26.5,2,-999
06062013,0.859,26,26.5,2,-999
06062013,0.871,26,26.5,2,-999
06062013,0.875,26,26.5,2,-999
06062013,0.884,26,26.5,2,-999
06062013,0.871,26,26.5,2,-999
06062013,0.853,26,26.5,2,-999
06062013,0.864,26,26.5,2,-999
06062013,0.867,26,26.5,2,-999
06062013,0.859,26,26.5,2,-999
06062013,0.86,26,26.5,2,-999
06062013,0.87,26,26.5,2,-999
06062013,0.883,26,26.5,2,-999
06062013,0.87,26,26.5,2,-999
06062013,0.908,26,26.5,2,-999
06062013,0.894,26,26.5,2,-999
06062013,0.91,26,26.5,2,-999
06062013,0.904,26,26.5,2,-999
06062013,0.951,26,26.5,2,-999
06062013,0.91,26,26.5,2,-999
06062013,0.929,26,26.5,2,-999
06062013,0.917,26,26.5,2,-999
06062013,0.92,26,26.5,2,-999
06062013,0.92,26,26.5,2,-999
06062013,0.943,26,26.5,2,-999
06062013,0.922,26,26.5,2,-999
06062013,0.944,26,26.5,2,-999
06062013,1.01,26,26.5,2,-999
06062013,0.967,26,26.5,2,-999
06062013,0.962,26,26.5,2,-999
06062013,0.911,26,26.5,2,-999
06062013,0.965,26,26.5,2,-999
06062013,0.921,26,26.5,2,-999
06062013,0.903,26,26.5,2,-999
06062013,0.89,26,26.5,2,-999
06062013,0.88,26,26.5,2,-999
06062013,0.871,26,26.5,2,-999
06062013,0.866,26,26.5,2,-999
06062013,0.875,26,26.5,2,-999
06062013,0.877,26,26.5,2,-999
06062013,0.911,26,26.5,2,-999
06062013,0.878,26,26.5,2,-999
06062013,0.895,26,26.5,2,-999
06062013,0.866,26,26.5,2,-999
07062013,0.878,26,26.5,2,-999
07062013,0.867,26,26.5,2,-999
07062013,0.891,26,26.5,2,-999
07062013,0.878,26,26.5,2,-999
07062013,0.891,26,26.5,2,-999
