05062013,1.96,0.5,2,1.1,0.000015820637586748,1,0,-999,-999,-999,0,-999
05062013,1.82,0.5,2,1,0.0000159515664131388,1,0,-999,-999,-999,0,-999
05062013,1.84,0.5,2,1,0.0000159515664131388,1,0,-999,-999,-999,0,-999
05062013,1.95,0.5,2,1,0.0000160224040429691,1,0,-999,-999,-999,0,-999
05062013,1.97,0.5,2,0.9,0.0000160835007317621,1,0,-999,-999,-999,0,-999
05062013,1.89,0.5,2,0.9,0.0000160835007317621,1,0,-999,-999,-999,0,-999
05062013,1.85,0.5,2,0.8,0.0000161450461375618,1,0,-999,-999,-999,0,-999
05062013,1.8,0.5,2,0.8,0.0000162164514686896,1,0,-999,-999,-999,0,-999
05062013,1.81,0.5,2,0.8,0.0000162164514686896,1,0,-999,-999,-999,0,-999
05062013,1.76,0.5,2,0.7,0.0000163504297090178,1,0,-999,-999,-999,0,-999
05062013,1.71,0.5,2,0.8,0.0000162878821865335,1,0,-999,-999,-999,0,-999
05062013,1.62,0.5,2,0.8,0.0000163593381976983,1,0,-999,-999,-999,0,-999
05062013,1.59,0.5,2,0.8,0.0000163593381976983,1,0,-999,-999,-999,0,-999
05062013,1.57,0.5,2,0.8,0.0000163593381976983,1,0,-999,-999,-999,0,-999
05062013,1.61,0.5,2,0.8,0.0000164308194095063,1,0,-999,-999,-999,0,-999
05062013,1.62,0.5,2,0.8,0.0000164308194095063,1,0,-999,-999,-999,0,-999
05062013,1.62,0.5,2,1,0.0000163769696439217,1,0,-999,-999,-999,0,-999
05062013,1.53,0.5,2,1.1,0.0000163149746427806,1,0,-999,-999,-999,0,-999
05062013,1.5,0.5,2,1.1,0.0000163149746427806,1,0,-999,-999,-999,0,-999
05062013,1.53,0.5,2,1.2,0.0000163238809642138,1,0,-999,-999,-999,0,-999
05062013,1.53,0.5,2,1.3,0.0000162625140388504,1,0,-999,-999,-999,0,-999
05062013,1.45,0.5,2,1.4,0.00001620158836562,1,0,-999,-999,-999,0,-999
05062013,1.33,0.5,2,1.4,0.00001620158836562,1,0,-999,-999,-999,0,-999
05062013,1.39,0.5,2,1.4,0.00001620158836562,1,0,-999,-999,-999,0,-999
05062013,1.37,0.5,2,1.5,0.0000161410992681795,1,0,-999,-999,-999,0,-999
05062013,1.32,0.5,2,1.6,0.0000161504707123539,1,0,-999,-999,-999,0,-999
05062013,1.27,0.5,2,1.7,0.0000160905835514826,1,0,-999,-999,-999,0,-999
05062013,1.21,0.5,2,1.8,0.000016031121151155,1,0,-999,-999,-999,0,-999
05062013,1.3,0.5,2,2,0.0000159134529309693,1,0,-999,-999,-999,0,-999
05062013,1.19,0.5,2,2.2,0.000015797431255716,1,0,-999,-999,-999,0,-999
05062013,1.32,0.5,2,2.5,0.0000156936112610903,1,0,-999,-999,-999,0,-999
05062013,1.3,0.5,2,2.5,0.0000158280789567681,1,0,-999,-999,-999,0,-999
05062013,1.25,0.5,2,2.7,0.0000157145814675052,1,0,-999,-999,-999,0,-999
05062013,1.28,0.5,2,2.8,0.0000157249640428061,1,0,-999,-999,-999,0,-999
05062013,1.22,0.5,2,2.9,0.0000156689461279728,1,0,-999,-999,-999,0,-999
05062013,1.2,0.5,2,2.9,0.0000157352791539758,1,0,-999,-999,-999,0,-999
05062013,1.15,0.5,2,2.9,0.0000157352791539758,1,0,-999,-999,-999,0,-999
05062013,1.2,0.5,2,2.7,0.0000159150082423369,1,0,-999,-999,-999,0,-999
05062013,1.12,0.5,2,2.5,0.0000160299533002653,1,0,-999,-999,-999,0,-999
05062013,1.09,0.5,2,2.4,0.0000160204670308464,1,0,-999,-999,-999,0,-999
05062013,1.07,0.5,2,2.2,0.0000161373376984036,1,0,-999,-999,-999,0,-999
05062013,1.03,0.5,2,2.1,0.0000161963886666957,1,0,-999,-999,-999,0,-999
05062013,0.986,0.5,2,1.9,0.0000163845467529857,1,0,-999,-999,-999,0,-999
05062013,0.988,0.5,2,1.8,0.000016445113553476,1,0,-999,-999,-999,0,-999
05062013,0.93,0.5,2,1.7,0.0000165061115283731,1,0,-999,-999,-999,0,-999
05062013,0.952,0.5,2,1.6,0.0000164979733511503,1,0,-999,-999,-999,0,-999
05062013,0.914,0.5,2,1.5,0.0000166294192864319,1,0,-999,-999,-999,0,-999
05062013,0.893,0.5,2,1.4,0.0000166917383730618,1,0,-999,-999,-999,0,-999
06062013,0.89,0.5,2,1.3,0.0000167545072432994,1,0,-999,-999,-999,0,-999
06062013,0.901,0.5,2,1.2,0.0000168177307149622,1,0,-999,-999,-999,0,-999
06062013,0.913,0.5,2,1.2,0.0000168177307149622,1,0,-999,-999,-999,0,-999
06062013,0.902,0.5,2,1.1,0.0000168814136744237,1,0,-999,-999,-999,0,-999
06062013,0.887,0.5,2,1.1,0.0000168814136744237,1,0,-999,-999,-999,0,-999
06062013,0.859,0.5,2,1.1,0.0000169523276155149,1,0,-999,-999,-999,0,-999
06062013,0.871,0.5,2,1.1,0.0000169523276155149,1,0,-999,-999,-999,0,-999
06062013,0.875,0.5,2,1.1,0.0000169523276155149,1,0,-999,-999,-999,0,-999
